TRANSTEXT 7.2.997.6
PRIMARY_LANGID 0
English Text	Translated Text	Item Type
"Match by task title"	""	"radiobutton"
"Match case"	""	"label"
"Match whole word only"	""	"label"
"Maximise Task View"	""	"menu"
  "Maximise Task View"	""	"tooltip"
"Maximise Tasklist"	""	"menu"
  "Maximise Tasklist"	""	"tooltip"
"Merge into active tasklist"	""	"radiobutton"
"Milestone"	""	"text"
"Mind Map"	""	"systabcontrol32"
"Minimise to System Tray"	""	"menu"
"Minimum height of each interval"	""	"label"
"Modify Reminder..."	""	"menu"
"Modify Table"	""	"dialog"
"Modify Task Reminder"	""	"text"
"Modify..."	""	"button"
"More Colours..."	""	"text"
"Move Down"	""	"button"
"Move end of period back one month"	""	"text"
"Move end of period forward one month"	""	"text"
"Move start of period back one month"	""	"text"
"Move start of period forward one month"	""	"text"
"Move Tool Down"	""	"tooltip"
"Move Tool Up"	""	"tooltip"
"Move Up"	""	"button"
"Move whole period back one month"	""	"text"
"Move whole period forward one month"	""	"text"
"New Dependent Task Above Selected Task"	""	"menu"
"New Report Template"	""	"tooltip"
"No header row is required"	""	"combobox"
"Normal"	""	"menu"
"Number (fraction eg. 2/3)"	""	"text"
"Number of Allocated Tasks"	""	"text"
"Offset Dates..."	""	"menu"
"One Day"	""	"menu"
"One Month"	""	"menu"
"One or more tasks could not be exported."	""	"text"
"One Week"	""	"menu"
"One Weekday"	""	"menu"
"One Year"	""	"menu"
"Open Report Template"	""	"tooltip"
"Other HTML exporter"	""	"radiobutton"
"Owner"	""	"text"
"Percent Done"	""	"text"
"Percentage Load"	""	"text"
"Pick the new task on which the just picked task will be dependent..."	""	"text"
"Pick the task on which the just picked task will be dependent..."	""	"text"
"Pick the task you want to be dependent on another task..."	""	"text"
"Preferences location"	""	"static"
"Preserve comments"	""	"button"
"Preview"	""	"label"
"Quarter Centuries \t(eg. 2000-2024)"	""	"text"
"Recalculate allocations when the 'Time Estimate' or 'Duration' changes"	""	"checkbox"
"Release Candidate"	""	"text"
"Reload Icons"	""	"button"
"Remove"	""	"label"
"Remove the following tasklist information from your ini file?"	""	"text"
"Replace All"	""	"button"
"Replace in Comments"	""	"dialog"
"Replace in Task Titles"	""	"text"
"Replace with"	""	"label"
"Report Attributes"	""	"label"
"Report Builder"	""	"dialog"
"Report Builder (*.html)"	""	"combobox"
"Report Date"	""	"menu"
"Report Files (*.html)|*.html||"	""	"combobox"
"Report Footer"	""	"label"
"Report Header"	""	"label"
"Report Templates"	""	"combobox"
"Report Title"	""	"label"
"Reset Elapsed Time"	""	"tooltip"
"Restore Default Font Size"	""	"menu"
"Root"	""	"text"
"Row Properties"	""	"menu"
"Row span"	""	"label"
"Run Tool Error"	""	"text"
"s"	""	"menu"
"Sample AaZa"	""	"label"
"Save Report Template"	""	"tooltip"
"Save Report Template As"	""	"tooltip"
"Save Task View to Image"	""	"text"
"Save Task View to Image..."	""	"menu"
"Saving task view image..."	""	"text"
"Schedule and Priority"	""	"text"
"Scheme"	""	"radiobutton"
"Screenshot of active task view"	""	"radiobutton"
"Search Preferences"	""	"text"
"Select a value"	""	"text"
"Select Task Dependencies"	""	"menu"
"Select Task Dependents"	""	"menu"
"Selected Task Custom Attribute"	""	"menu"
"Selected Task Path"	""	"menu"
"Set Background Colour"	""	"tooltip"
"Set Background Image"	""	"tooltip"
"Set period to 'this' month"	""	"text"
"Show full task path in Sticky"	""	"checkbox"
"Show on separate page"	""	"checkbox"
"Show Reminder Notification Window"	""	"menu"
"Simple web page"	""	"radiobutton"
"Smallest editable interval"	""	"label"
"Snooze All"	""	"button"
"Some tasks could not be imported from '%s'."	""	"text"
"Some tasks could not be imported from the clipboard text."	""	"text"
"Spiral"	""	"text"
"Stable Release"	""	"text"
"Start date"	""	"label"
"Styles"	""	"menu"
"Symbols..."	""	"tooltip"
"System File Required|ToDoList requires the 'Microsoft Visual C++ 2010 SP1 Redistributable Package' to be installed.\n\nClick 'OK' to visit the appropriate download page or 'Cancel' to quit."	""	"text"
"Table"	""	"menu"
"Table Properties"	""	"menu"
"Table width"	""	"label"
"Target"	""	"label"
"Task Attributes"	""	"label"
"Task date not set"	""	"tooltip"
"Task Depth"	""	"button"
"Task Formatting"	""	"label"
"Task Matches"	""	"text"
"Task Reminders"	""	"dialog"
"Task Selection"	""	"label"
"Task title"	""	"label"
"Task View"	""	"radiobutton"
"Task View %d"	""	"menu"
"Task View Font"	""	"menu"
"Task Visibility"	""	"groupbox"
"Tasklist Tab Colour"	""	"menu"
"Tasklists (*.tdl)"	""	"combobox"
"Text prompt"	""	"text"
"The"	""	"radiobutton"
"The exported content could not be saved to '%s'"	""	"text"
"The following files will be be overwritten by the export"	""	"text"
"The following task has been tracked for %d minutes:\n\n%s: %s"	""	"text"
"The selected tasks have no dependents."	""	"text"
"The tool '%s' could not be found.\n\nPlease check that it has not been moved or deleted and try again."	""	"text"
"The tool '%s' could not be run.\n\nPlease check you have the required access rights and try again."	""	"text"
"The uninstaller could not be run at this time.\n\nIf this was due to Windows SmartScreen, you may need to temporarily disable SmartScreen before trying again."	""	"text"
"The updater could not be run at this time.\n\nIf this was due to Windows SmartScreen, you may need to temporarily disable SmartScreen before trying again."	""	"text"
"The updater is missing from the installation folder.\n\nWould you like to try downloading the update file manually?"	""	"text"
"The version of ToDoList specified in the tool (%d.%d) must be the same as the version of the running application (%d.%d)."	""	"text"
"There is currently no tasklist information which can be removed from your ini file."	""	"text"
"There was a problem updating ToDoList at this time.\nOften this can be a problem with file and folder permissions.\n\nWould you like to view the update log file for possible clues?"	""	"text"
"Tick the boxes of the tasklists you want to delete from your ini file"	""	"static"
"Time estimate"	""	"label"
"Time of creation"	""	"checkbox"
"Time spent"	""	"label"
"Time Tracking Reminder"	""	"text"
"ToDoList cannot start because your preferences file is locked by another application."	""	"text"
"Toggle All Tasks Expanded State"	""	"menu"
"Tool Version Error"	""	"text"
"Total"	""	"text"
"Total Allocated Days"	""	"text"
"Total Work"	""	"text"
"Treat overdue tasks as being due 'Today'"	""	"checkbox"
"Treat subtasks of 'Locked' tasks as also being locked"	""	"checkbox"
"Trial License"	""	"text"
"Type a value"	""	"text"
"Type a version"	""	"text"
"Typewriter"	""	"text"
"Under Development"	""	"label"
"Use 'Time Estimate' in preference to 'Duration' when calculating allocations"	""	"checkbox"
"Use Microsoft Word for content format conversions"	""	"checkbox"
"Use no colour"	""	"radiobutton"
"User Interface>Custom Toolbar"	""	"text"
"User Interface>General>Main Toolbar"	""	"text"
"User Interface>General>Task View Visibility"	""	"text"
"User Variables"	""	"menu"
"Vertical alignment"	""	"label"
"Visible Date Range (%s)"	""	"label"
"Week Planner"	""	"systabcontrol32"
"Week Planner Preferences"	""	"dialog"
"Width in pixels"	""	"checkbox"
"Word Cloud"	""	"systabcontrol32"
"Working Day"	""	"groupbox"
"Working Week"	""	"groupbox"
"Workload"	""	"systabcontrol32"
"Workload Preferences"	""	"dialog"
"Wrap text"	""	"checkbox"
"{0} minutes"	""	"text"
TRANSLATED
"\n\n(ATTENTION: One or more of these tasks has subtasks which will also be deleted)"	"\n\n(UWAGA: Jedno lub więcej zadań posiada podzadania które równierz zostaną usunięte"	"text"
"\n\n(ATTENTION: This task has subtasks which will also be deleted)"	"\n\n(ATTENTION:To zadanie ma podzadanie które równierz będzie usunięte"	"text"
"\nWould you like to update to this version?"	"\nCzy chcesz aktualizować do tej wersji"	"text"
"% Complete"	"% Ukończenia"	"label"
"% Complete:\t"	"% Ukończenia:\t"	"text"
"%0.1f Kb downloaded so far (%0.1f Kb remaining)"	"%0.1f Kb ściągnięte do tej pory (%0.1f Kb pozostało)"	"text"
"%d / %d tasks"	"%d / %d zadańs"	"text"
"%d tasks selected"	"%d zadańs zaznaczone"	"text"
"%s (Custom)"	"%s (Niestandardowy)"	"text"
"%s (Custom, Relative)"	"%s (Niestandardowy, Względny)"	"text"
"%s (Delay loaded)"	"%s (Opóżnienie załadowane)"	"text"
"%s - %d tasks"	"%s - %d zadańs"	"text"
"'%s' contained no tasks which could be imported."	"Plik '%s' nie zawiera zadania które może być imporotowane"	"text"
"'%s' could not be checked out \nbecause it is currently checked out to '%s' (Last saved: %s)."	"'%s' nie może być wyrejestrowany\nbo został już wyrejestrowany wcześniej '%s'"	"text"
"'%s' could not be checked out.\n\nPlease check that it has not been moved or deleted and that you have the required access rights."	"'%s' nie może być wyrejestrowany.\n\nProszę o sprawdzenie czy nie został przeniesiony lub skasowany i czy masz odpowiednie uprawnienia dostępu."	"text"
"'%s' could not be found."	"'%s' nie może być znaleziony."	"text"
"'%s' could not be opened (%d).\n\nPlease check that the file exists and that you have the appropriate access rights before trying again."	"'%s' nie może być otwarte (%d).\n\nProszę o sprawdzenie czy plik istnieje i czy masz odpowiedni poziom dostępu."	"text"
"'%s' could not be opened because access to the file was denied.\n\nPlease check that you have the required permissions and try again."	"'%s' nie mógł być otwart ponieważ nastąpila odmowa dostępu.\n\nProszę sprawdzić czy posiadasz odpowiedni poziom dostępu i spróbować ponownie."	"text"
"'%s' could not be opened because another user\n(or application) is currently accessing the file.\n\nPlease try again in a moment."	"'%s' nie mógł być otwarty poznieważ inny użytkownik\n(albo aplikacja) obecnie używa pliku.\n\nProszę spróbować za chwilę."	"text"
"'%s' could not be opened because it contains \nmalformed XML that the MSXML component could not interpret."	"'%s' nie mógł być otwarty ponieważ zawartość \nzniekształca XML tak że MSXML nie mógł zostać zinterpretowany."	"text"
"'%s' could not be opened because it is encrypted and you do not have the encryption component installed.\n\nPlease contact AbstractSpoon Software for more information."	"'%s' nie mógł być otwarty ponieważ jest zaszyfrowany a komputer nie posiada oprogramowania deszyfrującego\n\nProszę skontaktować się z AbstractSpoon Software aby zasięgnąć informacji."	"text"
"'%s' could not be opened because the method of encryption could not be determined."	"'%s' nie mógł być otwarty ponieważ metoda deszyfracji nie mogła zostać ustalona."	"text"
"'%s' could not be opened due to an unexpected error (%d)."	"'%s' nie mógł być otwarty z powodu niespodziewanego błędu (%d)."	"text"
"'%s' could not be opened for importing.\n\nCheck that you have the necessary permissions and that the file is not open in another application."	"Plik '%s' nie moze być otwarty do importowania.\n\nSprawdż czy masz uprawnienie do tego pliku oraz czy plik nie jest otwarty w innej aplikacji i spróbuj ponownie"	"text"
"'%s' could not be saved because access to the file was denied.\n\nPlease select another filename."	"'%s' nie mógł być zapisany ponieważ nastąpiła odmowa dostępu.\n\nProszę wybrać inną nazwę pliku."	"text"
"'%s' could not be saved because another user\n(or application) is currently accessing the file.\n\nPlease try again in a moment."	"'%s' nie można zapisać ponieważ inny uzytkownik\n(lub aplikacja) obecnie używa pliku.\n\nSpróbuj za chwilę."	"text"
"'%s' could not be saved because the file is read-only.\n\nPlease select another filename."	"'%s' nie można zapisać ponieważ plik jest tylko do odczytu.\n\nWybierz inną nazwę pliku."	"text"
"'%s' could not be saved due to an unexpected error (%d)."	"'%s' nie można zapisać z powodu niespodziewanego błędu (%d)."	"text"
"'%s' could not be saved due to insufficient disk space.\n\nPlease select another filename."	"'%s' nie można zapisać z powodu braku miejsca na dysku.\n\nWybierz inną nazwę pliku."	"text"
"'%s' does not appear to be a valid tasklist."	"'%s' nie wydaje sie być poprawną listą zadań."	"text"
"'%s' has no tasks due by the end of next month"	"'%s' nie ma zadań z datą realizacji na końcu następnego miesiąca"	"text"
"'%s' has no tasks due by the end of next week"	"'%s' nie ma zadań z datą realizacji na końcu następnego tygodnia"	"text"
"'%s' has no tasks due by the end of this month"	"'%s' nie ma zadań z datą realizacji na końcu tego miesiąca"	"text"
"'%s' has no tasks due by the end of this week"	"'%s' nie ma zadań z datą realizacji na końcu tego tygodnia"	"text"
"'%s' has no tasks due by today"	"'%s' nie ma zadań z datą realizacji na dzisiaj"	"text"
"'%s' has no tasks due by tomorrow"	"'%s' nie ma zadań z data realizacji na jutro"	"text"
"'%s' must be checked out before it can be saved."	"'%s' musi zostać wyrejestrowany przed zapisaniem"	"text"
"'Bar' colour for tasks having no colour"	"'Bar' kolor dla zadań nie ma koloru"	"checkbox"
"'Due Today' task colour"	"Kolor zadania z 'Datą Realizacji' na dziś"	"checkbox"
"'Due' task colour"	"Kolor zadania z Datą Realizacji'"	"checkbox"
"'New Subtask' button places subtask"	"'Nowe podzadanie' przycisk umieszcza podzadanie"	"label"
"'New Task' button places task"	"'Nowe zadanie' przycisk umieszcza zadanie"	"label"
"'Stack' edit fields and comments when they occupy the same position (left, right or below)"	"Edytuj pola i komentarze kiedy używają tej samej pozycji (prawo, lewo albo poniżej)"	"checkbox"
"'Started Today' task colour"	"Kolor zadania dla 'Rozpoczętych Dzisiaj'"	"checkbox"
"'Started' task colour"	"Kolor zadania dla 'Rozpoczętych'"	"checkbox"
"'Today' colour"	"'Dzisiaj' kolor"	"checkbox"
"'Weekend' colour"	"'Weekend' kolor"	"checkbox"
"(completed: %s)"	"(Kompletny: %s)"	"text"
"(Relative)"	"(Względny)"	"text"
"(untitled)"	"Nie zatytułowany"	"text"
"- Fixed Columns -"	"- Kolumny stałe -"	"combobox"
"- unnamed -"	"- nie nazwane-"	"text"
"-ab <alloc by>\tSets the 'Allocated By' for the currently selected task"	"-ab <Przydz. Przez>\tUstaw 'Przydzielone Przez' dla obecnie zaznaczonego zadania"	"text"
"-bid <task id>\tSpecifies the sibling task after which to create the new task"	"-bid <id>\tWwybierz zadanie pokrewne dla którego stowrzysz nowe zadanie"	"text"
"-c <categories>\tSets the 'Categories' for the currently selected task"	"-c <kategorie>\tUstaw 'Kategorie' dla obecnie wybranego zadania"	"text"
"-cd <date>\tSets the 'Completion Date' for the currently selected task"	"-cd <data>\tUstaw 'Date Zakończenia' dla obecnie wybranego zadania"	"text"
"-cm <comments>\tAdds to the 'Comments' for the currently selected task"	"-cm <komentarze>\tDodaj do 'Komentarzy' dla obecnie wybranego zadania"	"text"
"-cmd <id>\tSends the specified command to ToDoList's main window"	"-cmd <id>\tWyślij określoną komende do okna ToDoList"	"text"
"-cs <cost>\tSets the 'Cost' for the currently selected task"	"-cs <Koszt>\tUstaw 'Koszt' dla obecnie zaznaczonego zadania"	"text"
"-dd <date>\tSets the 'Due Date' for the currently selected task"	"-dd <data>\tUstaw'Date Realizacji' dla obecnie wybranego zadania"	"text"
"-dp <id>\tSets the 'Dependencies' for the currently selected task"	"-dp <id>\tUstaw 'Zależność' dla obecnie zaznaczonego zadania"	"text"
"-f <filepath2>[|<filepath3>|<filepath4>]\tAllows additional tasklists to be opened"	"-f <filepath2>[|<filepath3>|<filepath4>]\tZezwól dodatkowej liście zadań na otwarcie"	"text"
"-fr <path>\tSets the 'File Link' for the currently selected task"	"-fr <ścieżka>\tUstaw 'Łącze Do Pliku' dla obecnie zaznaczonego zadania"	"text"
"-i <inipath>\tSpecifies an alternative settings file path"	"-i <inipath>\tWybierz inną ścieżkę dostępu do pliku"	"text"
"-m <filepath>\tImports the specified file"	"-m <filepath>\tImportoewanie wybranych plików"	"text"
"-md <date>\tSets the 'Creation Date' of the newly created task"	"-md <data>\tustaw 'Data Utworzenia' dla nowo utworzonego zadania"	"text"
"-nt <title>\tCreates a new task in the active tasklist with the specified title"	"-nt <Tytuł>\tStwórz nowe zadanie na liście zadań z nadanym tytułem"	"text"
"-p <priority>\tSets the 'Priority' for the currently selected task"	"-p <ważność>\tUstaw 'Ważność' dla obecnie zaznaczonego zadania"	"text"
"-pid <task id>\tSpecifies the parent task in which to create the new task"	"-pid <id>\tUstaw zadanie głowne dla którego stworzysz nowe zadanie"	"text"
"-r <risk>\tSets the 'Risk' for the currently selected task"	"-r <risk>\tUstaw 'Ryzyko' dla obecnie zaznaczonego zadania"	"text"
"-s <status>\tSets the 'Status' for the currently selected task"	"-s <status>\tUstaw 'Status' dla obecnie zaznaczonego zadania"	"text"
"-sd <date>\tSets the 'Start Date' for the currently selected task"	"-sd <data>\tUstaw 'Date Rozpoczęcia' dla obecnie zaznaczonego zadania"	"text"
"-te <hrs>\tSets the 'Time Estimate' for the currently selected task"	"-te <hrs>\tUstaw 'Szacowany Czas' dla obecnie wybranego zadania"	"text"
"-tg <tags>\tSets the 'Tags' for the currently selected task"	"-tg <etykieta>\tUstaw 'Etykiety' dla obecnie zaznaczonego zadania"	"text"
"-tid <task id>\tSelects the specified task in the active tasklist"	"-tid <id>\tWybierz zadanie na aktywnej liście zadań"	"text"
"-ts <hrs>\tSets the 'Time Spent' for the currently selected task"	"-ts <hrs>\tUstaw 'Spędzony Czas' dla obecnie zaznaczonego zadania"	"text"
"-tv <version>\tSets the 'Version' for the currently selected task"	"-tv <wersja>\tUstaw 'Wersje' dla obecnie wybranego zadania"	"text"
"-v\tForces ToDoList to startup visible regardless of its last saved state"	"-v\tWymuś na ToDoList otwarcie się niezależnie od ostatniego stanu d"	"text"
"-x\tTurns off password prompting except when first loading an encrypted tasklist"	"-x\tWyłącz ochrone hasłem z wyjatkiem pierszego uruchomienia listy zadań"	"text"
"-xid <ext_id>\tSets the 'external ID' for the currently selected task"	"-xid <zewnętrzne id>\tUstaw 'zewnętrzne ID' dla obecnie wybranego zadania"	"text"
"...maps to Column Name in File"	"...ścieżka do Nazwy Kolumny w pliku"	"sysheader32"
"...maps to Task Attribute"	"...ścieżka do Atrybutu Zadania"	"sysheader32"
"0 (Lowest)"	"0 (Najniższy)"	"combobox"
  "0 (Lowest)"	"0 (Najniższy)"	"menu"
"0 (zero) is not a valid task ID"	"0 (zero) nie jest ważnym numerem ID"	"text"
"0 minutes"	"0 minut"	"combobox"
"1 (Low)"	"1 (Niski)"	"combobox"
  "1 (Low)"	"1 (Niski)"	"menu"
"1 (Very Low)"	"1 (Niski)"	"combobox"
  "1 (Very Low)"	"1 (Niski)"	"menu"
"1 minute"	"1 minuta"	"combobox"
"1 month"	"1 miesiąc"	"combobox"
"1 space"	"1 odstęp"	"combobox"
"1 task selected (%d)"	"1 zadanie zaznaczone (%d)"	"text"
"1 Week"	"1 Tydzień"	"combobox"
"1. Where do you want ToDoList to store your program settings ?"	"1. Gdzie chcesz przechowywać ustawienia programu ToDoList ?"	"label"
"2 (Low)"	"2 (Niski)"	"combobox"
  "2 (Low)"	"2 (Niski)"	"menu"
"2 days"	"2 Dni"	"combobox"
"2 hours"	"2 godziny"	"combobox"
"2 minutes"	"2 minuty"	"combobox"
"2 months"	"2 miesiące"	"combobox"
"2 spaces"	"2 odstępy"	"combobox"
"2 weeks"	"2 tygodnie"	"combobox"
"2 Weeks"	"2 Tygodnie"	"combobox"
"2. Do you want to be able to share your tasklists on a network ?"	"2. Czy chcesz mieć możliwość dzielenia sie listą zadań w sieci ?"	"label"
"3 (Low)"	"3 (Niski)"	"combobox"
  "3 (Low)"	"3 (Niski)"	"menu"
"3 (Low-Med)"	"3 (Niski)"	"combobox"
  "3 (Low-Med)"	"3 (Niski)"	"menu"
"3 days"	"3 dni"	"combobox"
"3 hours"	"3 godziny"	"combobox"
"3 months"	"3 miesiące"	"combobox"
"3 weeks"	"3 tygodnie"	"combobox"
"3 Weeks"	"3 Tygodnie"	"combobox"
"3. Which columns do you initially want to see ?\n\nNote: You can modify this choice later using  'View > Select Columns'"	"3. Jakie koluny mają byc widoczne na starcie ?\n\nInfo: Możesz zmienić swój wybrór pózniej używając  'Widok > Wybierz Kolumny'"	"label"
"4 (Medium)"	"4 (Średni)"	"combobox"
  "4 (Medium)"	"4 (Średni)"	"menu"
"4 days"	"4 dni"	"combobox"
"4 hours"	"4 godziny"	"combobox"
"4 months"	"4 miesiące"	"combobox"
"4 spaces"	"4 odstępy"	"combobox"
"4 weeks"	"4 tygodnie"	"combobox"
"4 Weeks"	"4 Tygodnie"	"combobox"
"4. Do you want to keep the user interface as simple as possible ?"	"4. Czy chcesz utrzymać interface użytkownika najprostrzy jak to możliwe"	"label"
"5 (Medium)"	"5 (Średni)"	"combobox"
  "5 (Medium)"	"5 (Średni)"	"menu"
"5 days"	"5 dni"	"combobox"
"5 hours"	"5 godzin"	"combobox"
"5 minutes"	"5 minut"	"combobox"
"5 months"	"5 miesięcy"	"combobox"
"5 pt"	"5 pt"	"combobox"
"5 Weeks"	"5 Tygodni"	"combobox"
"5. Do you want to view a sample tasklist to help you get started ?"	"5. Czy chcesz zobaczyć przykładową Listę zadań dla ułatwienia"	"label"
"6 (Medium)"	"6 (Średni)"	"combobox"
  "6 (Medium)"	"6 (Średni)"	"menu"
"6 days"	"6 dni"	"combobox"
"6 hours"	"6 godzin"	"combobox"
"6 months"	"6 miesięcy"	"combobox"
"6 pt"	"6 pt"	"combobox"
