TRANSTEXT 7.1.997.12
PRIMARY_LANGID 12
English Text	Translated Text	Item Type
"Actual Work"	""	"text"
"Add Tracked Time"	""	"tooltip"
"After completing a task, set its 'Status' to"	""	"checkbox"
"All Files (*.*)"	""	"combobox"
"Alloc By"	""	"sysheader32"
"Alpha Release"	""	"text"
"Always on Top"	""	"tooltip"
"Always prompt me to choose"	""	"checkbox"
"Always show 'Backlog' column"	""	"checkbox"
"And then stop the timer"	""	"label"
"Application"	""	"label"
"Attribute Value(s)"	""	"sysheader32"
"Attribute to 'track'"	""	"label"
"Auto-scroll to task when selecting"	""	"checkbox"
"Automatic"	""	"text"
"Automatically generate columns from task attribute values"	""	"radiobutton"
"Backlog"	""	"sysheader32"
"Backwards By"	""	"menu"
"Bcc"	""	"text"
"Beta Release"	""	"text"
"Burndown"	""	"combobox"
"Cc"	""	"text"
"Checkbox"	""	"text"
"Cleanup Ini Preferences"	""	"dialog"
"Cleanup Ini Preferences..."	""	"menu"
"Clear"	""	"menu"
"Close"	""	"button"
"Colour Scheme"	""	"label"
"Colour bar by task priority"	""	"checkbox"
"Columns"	""	"label"
"Configure..."	""	"button"
"Copy Link"	""	"menu"
"Copy Tasklist Path"	""	"menu"
"Cost: %s"	""	"text"
"Create Tasks From Outlook"	""	"dialog"
"Created by"	""	"label"
"Custom Attribute (List)"	""	"text"
"Custom Toolbar"	""	"menu"
"Date prompt"	""	"text"
"Dates"	""	"label"
"Days Remaining"	""	"combobox"
"Decades \t\t\t(eg, 2000-2009)"	""	"text"
"Decades start on year '1' instead of year '0'. eg. '2001' instead of '2000'"	""	"checkbox"
"Decrement Font Size"	""	"menu"
"Default Tags"	""	"label"
"Default Versions"	""	"label"
"Delegator"	""	"text"
"Development Preview"	""	"text"
"Display 'Task Title' after task's gantt bar"	""	"checkbox"
"Display 'User Defined Tools'"	""	"checkbox"
"Display a task as 'Flagged' if any of its subtasks are flagged"	""	"checkbox"
"Display a task's 'Last Modified' date as the latest of its and all its subtasks' last modified dates"	""	"checkbox"
"Display collapsed parent tasks as 'Rollups'"	""	"button"
"Display the following attributes for each task"	""	"groupbox"
"Display the image file directly (currently supports bmp, ico, gif, jpg, png)"	""	"radiobutton"
"Do you want to delete the existing column definitions?"	""	"text"
"Due date"	""	"label"
"Edit Tool Name"	""	"tooltip"
"Edit..."	""	"button"
"Elapsed time"	""	"label"
"Enable Logging"	""	"menu"
"Entry ID"	""	"text"
"Export Tasks To CSV"	""	"text"
"Export Tasks to Outline"	""	"dialog"
"Export Tasks to iCalendar"	""	"dialog"
"Export tasks as 'event' items"	""	"radiobutton"
"Export tasks as 'to-do' items"	""	"radiobutton"
"External ID:\t"	""	"text"
"File Linking"	""	"label"
"File Timestamp Change"	""	"text"
"File name"	""	"label"
"File prompt"	""	"text"
"Find In Task Titles"	""	"dialog"
"Find Tasks Filter"	""	"text"
"Find/Replace In Task Titles..."	""	"menu"
"Find/Replace in Task Titles..."	""	"menu"
"Fixed column definitions: (optional)"	""	"groupbox"
"Folder prompt"	""	"text"
"Format"	""	"label"
"Forwards By"	""	"menu"
"FreeMind (.mm)"	""	"combobox"
"GanttProject (.gan)"	""	"combobox"
"Go To Task"	""	"dialog"
"Go To Task..."	""	"menu"
"Gradient"	""	"radiobutton"
"HTML"	""	"groupbox"
  "HTML"	""	"menu"
"Hide Empty Columns"	""	"tooltip"
"Hide parent tasks"	""	"checkbox"
"Hide tasks whose Start and Due dates do not fall on the same day"	""	"checkbox"
"Hide tasks whose Start and Due times are not set"	""	"checkbox"
"Hide tasks whose Start or Due date does not fall in the current week"	""	"checkbox"
"Hide unflagged email items"	""	"checkbox"
"Hide zero values"	""	"combobox"
"Hours"	""	"text"
"Ignore '{0}'"	""	"menu"
"Image"	""	"text"
"Images..."	""	"tooltip"
"Import Tasks From CSV"	""	"text"
"Import Tasks From Outlook"	""	"dialog"
"Import Tasks From Tasklist"	""	"dialog"
"Import UDTs..."	""	"button"
"Include web link when pasting browser content"	""	"checkbox"
"Increment Font Size"	""	"menu"
"Info"	""	"menu"
"Inline Spell Checking"	""	"menu"
"Insert"	""	"menu"
"Kanban Board"	""	"systabcontrol32"
  "Kanban Board"	""	"checklistbox"
"Kanban Preferences"	""	"dialog"
"Kanban"	""	"systabcontrol32"
"Keep a task's time estimate synchronised with its start and due dates (and vice versa)"	""	"checkbox"
"Last Mod. By"	""	"text"
"Last Modified By"	""	"menu"
"Last Modified Date"	""	"menu"
"Last Modified:\t"	""	"text"
"License"	""	"label"
"Limit colour depth of images to reduce tasklist file size"	""	"tooltip"
"Link Options"	""	"groupbox"
"Link to the file using 'file://...'"	""	"radiobutton"
"Lock Colour Selection"	""	"tooltip"
"Lock Task Attributes"	""	"menu"
"Lock"	""	"menu"
"Locked Tasks"	""	"text"
"Log Task Time"	""	"dialog"
"Logged Time Analysis|Please check that neither the log file nor the report file are open in another application."	""	"text"
"Logged Time Analysis|The analysis completed successfully. Would you like to view the results?"	""	"text"
"Logged Time Analysis|There were no tasks found matching the specified time period.\n\nWould you like to try another time period?"	""	"text"
"M"	""	"menu"
"MS Sans Serif"	""	"combobox"
"Main Toolbar"	""	"label"
"Make Copy of Tool"	""	"tooltip"
"Make this my automatic choice"	""	"checkbox"
"Match by task ID"	""	"radiobutton"
"Match by task title"	""	"radiobutton"
"Maximise Tasklist"	""	"menu"
  "Maximise Tasklist"	""	"tooltip"
"Merge into active tasklist"	""	"radiobutton"
"Mileage"	""	"text"
"Milestone"	""	"text"
"Mind Map"	""	"systabcontrol32"
"Modify Reminder..."	""	"menu"
"Modify Task Reminder"	""	"text"
"More Colours..."	""	"text"
"Move Column Down"	""	"tooltip"
"Move Column Up"	""	"tooltip"
"Move Down"	""	"button"
"Move Tool Down"	""	"tooltip"
"Move Tool Up"	""	"tooltip"
"Move Up"	""	"button"
"My Life Organized (.ml)"	""	"combobox"
"Name"	""	"sysheader32"
"New Dependent Task Below Selected Task"	""	"menu"
"Notification"	""	"text"
"Offset Dates..."	""	"menu"
"One Day"	""	"menu"
"One Month"	""	"menu"
"One Week"	""	"menu"
"One Weekday"	""	"menu"
"One Year"	""	"menu"
"One or more tasks could not be exported."	""	"text"
"Online Help"	""	"menu"
  "Online Help"	""	"tooltip"
"Options"	""	"label"
"Outlook must be installed before 'outlook:' links will work."	""	"text"
"Owner"	""	"text"
"Parent"	""	"checklistbox"
"Percent Done"	""	"text"
"Period defining 'Recently Modified' tasks"	""	"label"
"Period"	""	"text"
"Pick the new task on which the just picked task will be dependent..."	""	"text"
"Pick the task on which the just picked task will be dependent..."	""	"text"
"Pick the task you want to be dependent on another task..."	""	"text"
"Plain Text (.txt)|Text Files (*.txt)|*.txt||"	""	"text"
"Populate Columns"	""	"tooltip"
"Port"	""	"label"
"Preference Files (*.ini)"	""	"combobox"
"Preferences location"	""	"static"
"Preserve comments"	""	"button"
"Proxy"	""	"label"
"Quarter Centuries \t(eg. 2000-2024)"	""	"text"
"Quick Task Find"	""	"text"
"Regional Settings Change|The user interface will be updated next time you restart ToDoList.\n\nWould you like to restart ToDoList now?"	""	"text"
"Regular"	""	"combobox"
"Release Candidate"	""	"text"
"Remind me again at"	""	"radiobutton"
"Remote file name"	""	"label"
"Remove the following tasklist information from your ini file?"	""	"text"
"Replace In Task Titles"	""	"dialog"
"Reset Elapsed Time"	""	"tooltip"
"Resize Attribute Columns to Fit"	""	"menu"
"Restore Default Font Size"	""	"menu"
"Rich Text Preferences"	""	"dialog"
"Root"	""	"text"
"Run Tool Error"	""	"text"
"Save As (%s)"	""	"text"
"Save Task View to Image..."	""	"menu"
"Save"	""	"button"
"Schedule and Priority"	""	"text"
"Select Task Dependencies"	""	"menu"
"Select Task Dependents"	""	"menu"
"Selected Task Custom Attribute"	""	"menu"
"Show '% Complete' as progress on task's gantt bar"	""	"checkbox"
"Show 'Reminders' as dates and times"	""	"checkbox"
"Show Time Tracker"	""	"menu"
"Show Time"	""	"text"
"Show a task's colour as a vertical bar"	""	"checkbox"
"Show checkbox beside task title when completion column is hidden"	""	"checkbox"
"Show close button on each tasklist tab"	""	"checkbox"
"Show empty columns"	""	"combobox"
"Show parent tasks"	""	"checkbox"
"Show the Time-Tracker window whenever a task's time is tracked"	""	"checkbox"
"Some tasks could not be imported from '%s'."	""	"text"
"Some tasks could not be imported from the clipboard text."	""	"text"
"Sort subtasks below their respective parent task"	""	"checkbox"
"Source Control Change(s)"	""	"text"
"Spiral"	""	"text"
"Spreadsheet (.csv)|Spreadsheets (*.csv)|*.csv||"	""	"text"
"Stable Release"	""	"text"
"Start Date:\t"	""	"text"
"Start Tracking"	""	"text"
"Start date"	""	"label"
"Status Change"	""	"text"
"Status:\t"	""	"text"
"Stickies|Stickies*.exe||"	""	"text"
"Stop Tracking"	""	"text"
"Stylesheet not found"	""	"label"
"Subtask Completion"	""	"checklistbox"
  "Subtask Completion"	""	"menu"
"Symbols..."	""	"tooltip"
"Synchronise a task's 'Completion' to changes in its 'Status'"	""	"checkbox"
"Table..."	""	"menu"
"Tags:\t\t\t"	""	"text"
"Task Dialog"	""	"menu"
"Task Matches"	""	"text"
"Task Occurs"	""	"groupbox"
"Task View Font"	""	"menu"
"Task View Tab Bar"	""	"menu"
"Task View Visibility %d"	""	"menu"
"Task View"	""	"radiobutton"
"Task date not set"	""	"tooltip"
"Task title"	""	"label"
"Task:\t\t"	""	"text"
"Tasklist Tab Colour"	""	"menu"
"Tasklists (*.tdl)"	""	"combobox"
"Text prompt"	""	"text"
"The clipboard text contained no tasks which could be imported."	""	"text"
"The clipboard text does not have a recognised format."	""	"text"
"The earlier of the task's 'Due' date and 'Today'."	""	"radiobutton"
"The exported content could not be saved to '%s'"	""	"text"
"The file '%s' does not have a recognised format."	""	"text"
"The following files will be be overwritten by the export"	""	"text"
"The following task has been tracked for %d minutes:\n\n%s: %s"	""	"text"
"The following tasklists have been checked in:\n\n%s"	""	"text"
"The later of the task's 'Start' date and 'Today'."	""	"radiobutton"
"The selected tasks have no dependents."	""	"text"
"The tool '%s' could not be found.\n\nPlease check that it has not been moved or deleted and try again."	""	"text"
"The tool '%s' could not be run.\n\nPlease check you have the required access rights and try again."	""	"text"
"The uninstaller could not be run at this time.\n\nIf this was due to Windows SmartScreen, you may need to temporarily disable SmartScreen before trying again."	""	"text"
"The updater could not be run at this time.\n\nIf this was due to Windows SmartScreen, you may need to temporarily disable SmartScreen before trying again."	""	"text"
"The version of ToDoList specified in the tool (%d.%d) must be the same as the version of the running application (%d.%d)."	""	"text"
"There is currently no tasklist information which can be removed from your ini file."	""	"text"
"Tick the boxes of the tasklists you want to delete from your ini file"	""	"static"
"Time Estimate : Spent"	""	"label"
"Time Tracker"	""	"dialog"
"Time Tracking Reminder"	""	"text"
"Time estimate"	""	"label"
"Time of Creation"	""	"checkbox"
"Time spent"	""	"label"
"Timestamp Change"	""	"text"
"ToDoList (.tdl)"	""	"combobox"
"ToDoList Web Update"	""	"dialog"
  "ToDoList Web Update"	""	"systabcontrol32"
"ToDoList Wiki"	""	"menu"
"ToDoList was unable to install the '.tdl' extension handler.\n\nYou may need to run ToDoList with administrator privileges to install the handler.\n\nOnce installed you can then revert to your original security settings."	""	"text"
"ToDoList was unable to install the 'tdl://' protocol handler.\n\nYou may need to run ToDoList with administrator privileges to install the handler.\n\nOnce installed you can then revert to your original security settings."	""	"text"
"TodoList (.tdl)"	""	"combobox"
"Toggle All Tasks Expanded State"	""	"menu"
"Tool Version Error"	""	"text"
"Total Work"	""	"text"
"Treat overdue tasks as being due 'Today'"	""	"checkbox"
"Treat subtasks of 'Locked' tasks as also being locked"	""	"checkbox"
"Treat tasks with the following tag as 'Milestones'"	""	"checkbox"
"Treat tasks without a due date as being due 'Today' or on the 'Start' date whichever is later"	""	"checkbox"
"Type a version"	""	"text"
"Type"	""	"text"
"Typewriter"	""	"text"
"Unable to process Startup Options|When more than one instance of ToDoList is running you must specify a filepath as well."	""	"text"
"Up One Level"	""	"tooltip"
"Update preferences defaults"	""	"checkbox"
"Updating language file..."	""	"text"
"Upload Progress (%d%%)"	""	"dialog"
"Upload Progress"	""	"dialog"
"Uploading '%s' to '%s'"	""	"text"
"Use Microsoft Word for content format conversions"	""	"checkbox"
"Use the following fixed columns only"	""	"radiobutton"
"User Interface>Custom Toolbar"	""	"text"
"User Interface>General>Main Toolbar"	""	"text"
"User Interface>General>Task View Visibility"	""	"text"
"Version"	""	"checklistbox"
  "Version"	""	"combobox"
  "Version"	""	"label"
  "Version"	""	"menu"
"View Menu"	""	"tooltip"
"View Task Log File"	""	"menu"
"Web Page (.html)|Web Pages (*.html, *.htm)|*.html;*.htm||"	""	"text"
"Week Planner Preferences"	""	"dialog"
"Weekdays"	""	"menu"
"Week Planner"	""	"systabcontrol32"
"When time-tracking, remind me every"	""	"checkbox"
"When"	""	"label"
"Word Cloud"	""	"systabcontrol32"
"Wrapped"	""	"radiobutton"
"XML (.xml)"	""	"combobox"
"XML (.xml)|XML Files (*.xml)|*.xml||"	""	"text"
"Yesterday"	""	"text"
"You must include 'Title' in your column mapping."	""	"text"
"\n\nDo you want to forcibly checkout the tasklist?\n\nNote: Any unsaved data from '%s' will be lost!"	""	"text"
"before due date"	""	"combobox"
"before start date"	""	"combobox"
"begins in %.0f minute(s) at %s"	""	"text"
"d"	"j"	"menu"
"iCalendar (.ics)"	""	"combobox"
"iCalendar Files (*.ics)"	""	"combobox"
"is due in %.0f minute(s) at %s"	""	"text"
"occurrences"	""	"label"
"weekday(s)"	""	"label"
TRANSLATED
"% Complete"	"% &Accompli"	"label"
"%0.1f Kb downloaded so far (%0.1f Kb remaining)"	"%0.1f Kb téléchargés (%0.1f Kb restants)"	"text"
"%d / %d tasks"	"%d / %d tâches"	"text"
"%d task(s) selected"	"%d tâche(s) sélectionnée(s)"	"text"
"%d"	"%d"	"text"
"%s (Custom)"	"%s (Personnalisé)"	"text"
"%s (Custom, Relative)"	"%s (Personnalisé, Relatif)"	"text"
"%s [%s]"	"%s [%s]"	"text"
"'%s' could not be checked out \nbecause it is currently checked out to '%s' (Last saved: %s)."	"'%s' ne peut être déverrouillé\ncar il est actuellement verrouillé par '%s'"	"text"
"'%s' could not be checked out.\n\nPlease check that it has not been moved or deleted and that you have the required access rights."	"'%s' ne peut être déverrouillé.\n_nVeuillez vérifier qu'il n'a pas été déplacé ou supprimé et que vous avez les droits d'accès."	"text"
"'%s' could not be found."	"'%s' n'a pas été trouvé."	"text"
"'%s' could not be opened (%d).\n\nPlease check that the file exists and that you have the appropriate access rights before trying again."	"'%s' n'a pas pu être ouvert (%d).\n\nVérifiez que le fichier existe et que vous avez les droits d'accès appropriés avant d'essayer à nouveau."	"text"
"'%s' could not be opened because access to the file was denied.\n\nPlease check that you have the required permissions and try again."	"'%s' n'a pas pu être ouvert parce que l'accès au dossier a été refusé.\n\nVeuillez vérifier que vous disposez des autorisations requises et essayez à nouveau."	"text"
"'%s' could not be opened because another user\n(or application) is currently accessing the file.\n\nPlease try again in a moment."	"'%s' ne peut être ouvert car un autre utilisateur\n(ou application) utilise actuellement le fichier.\n\nVeuillez réessayer dans un moment."	"text"
"'%s' could not be opened because it contains \nmalformed XML that the MSXML component could not interpret."	"'%s' ne peut être ouvert car il contient \n des balises XML mal formatées que le module MSXML ne peut interpréter."	"text"
"'%s' could not be opened because it is encrypted and you do not have the encryption component installed.\n\nPlease contact AbstractSpoon Software for more information."	"'%s' ne peut être ouvert car il est crypté et que vous n'avez pas de module de cryptage n'est pas installé.\n\n Veuillez contacter AbstractSpoon Software pour plus d'informations."	"text"
"'%s' could not be opened because the method of encryption could not be determined."	"'%s' ne peut être ouvert car la méthode de cryptage ne peut être déterminée."	"text"
"'%s' could not be opened due to an unexpected error (%d)."	"'%s' ne peut être ouvert à cause d'une erreur inattendue (%d)."	"text"
"'%s' could not be opened for importing.\n\nCheck that you have the necessary permissions and that the file is not open in another application."	"Le fichier '%s' ne peut être importé.\n\nVérifiez que vous avez les droits nécessaires et que ce fichier n'est pas ouvert dans une autre application."	"text"
"'%s' could not be saved because access to the file was denied.\n\nPlease select another filename."	"'%s' n'a pas pu être sauvé parce que l'accès au fichierdossier a été refusé.\n\nVeuillez sélectionner un autre nom de fichier."	"text"
"'%s' could not be saved because another user\n(or application) is currently accessing the file.\n\nPlease try again in a moment."	"'%s' ne peut être sauvegardé car un autre utilisateur\n(ou application) utilise actuellement le fichier.\n\nVeuillez réessayer dans un moment."	"text"
"'%s' could not be saved because the file is read-only.\n\nPlease select another filename."	"'%s' n'a pas pu être sauvé parce que le fichier est en lecture seule.\n\nVeuillez sélectionner un autre nom de fichier."	"text"
"'%s' could not be saved due to an unexpected error (%d)."	"'%s' ne peut être sauvegardé à cause d'une erreur inattendue (%d)."	"text"
"'%s' could not be saved due to insufficient disk space.\n\nPlease select another filename."	"'%s' n'a pas pu être sauvegardé à cause d'un manque d'espace disque.\n\n.Veuillez sauvegarder ailleurs."	"text"
"'%s' does not appear to be a valid tasklist."	"'%s' ne semble pas être une Liste de Tâches valide."	"text"
"'%s' has no tasks due by the end of next month"	"'%s' n'a pas de tâche prévue pour la fin du mois prochain"	"text"
"'%s' has no tasks due by the end of next week"	"'%s' n'a pas de tâche prévue pour la fin de la semaine prochaine"	"text"
"'%s' has no tasks due by the end of this month"	"'%s' n'a pas de tâche prévue pour la fin de ce mois"	"text"
"'%s' has no tasks due by the end of this week"	"'%s' n'a pas de tâche prévue pour la fin de cette semaine"	"text"
"'%s' has no tasks due by today"	"'%s' n'a pas de tâche prévue pour aujourd'hui"	"text"
"'%s' has no tasks due by tomorrow"	"'%s' n'a pas de tâche prévue pour demain"	"text"
"'%s' must be checked out before it can be saved."	"'%s' doit être déverrouillé avant d'être sauvegardé."	"text"
"'Due Today' task colour"	"Couleur des tâches 'Prévue ce jour'"	"checkbox"
"'Due' task colour"	"Couleur tâche 'Prévue'"	"checkbox"
"'New Subtask' button places subtask"	"Le bouton 'Nouvelle sous-tâche' place la sous-tâche:"	"label"
"'New Task' button places task"	"Le bouton 'Nouvelle tâche' place la tâche:"	"label"
"'Stack' edit fields and comments when they occupy the same position (left, right or below)"	"'Empiler' les champs d'édition et les commentaires quand ils occupent la même position (gauche, droite ou dessous)"	"checkbox"
"'Started Today' task colour"	"Couleur Tâche 'démarré aujourd'hui'"	"checkbox"
"'Started' task colour"	"Couleur Tâche 'démarré'"	"checkbox"
"'Today' colour"	"Couleur 'Aujourd'hui'"	"checkbox"
"'Weekend' colour"	"Couleur 'Weekend'"	"checkbox"
"(Relative)"	"(Relatif)"	"text"
"(completed: %s)"	"(Terminé: %s)"	"text"
"(untitled)"	"(sans-nom)"	"text"
"- unnamed -"	"- sans nom -"	"text"
"...maps to Column Name in File"	"...correspond au nom de colonne dans le fichier"	"sysheader32"
"...maps to Task Attribute"	"...correspond à l'attribut de tâche"	"sysheader32"
"0 (Lowest)"	"0 (Le plus faible)"	"combobox"
  "0 (Lowest)"	"0 (La plus basse)"	"menu"
"0 (zero) is not a valid task ID"	"0 (zéro) n'est pas un ID de tâche valide"	"text"
"0 minutes"	"0 minutes"	"combobox"
"1 (Low)"	"1 (Basse)"	"combobox"
  "1 (Low)"	"1 (très Basse)"	"menu"
"1 (Very Low)"	"1 (très Faible)"	"combobox"
  "1 (Very Low)"	"1 (très Basse)"	"menu"
"1 Week"	"&1 Semaine"	"combobox"
"1 minute"	"1 minute"	"combobox"
"1 month"	"1 mois"	"combobox"
"1 space"	"1 espace"	"combobox"
"1 task selected (%d)"	"1 tâche sélectionnée (%d)"	"text"
"1. Where do you want ToDoList to store your program settings ?"	"1. Ou voulez vous que ToDoList sauvegarde vos réglages ?"	"label"
"10 (Highest)"	"10 (Le plus Grand)"	"combobox"
  "10 (Highest)"	"10 (La plus haute)"	"menu"
"10 minutes"	"10 minutes"	"combobox"
"10 pt"	"10 pt"	"combobox"
"10 seconds"	"10 secondes"	"combobox"
"11 pt"	"11 pt"	"combobox"
"12 hours"	"12 heures"	"combobox"
"12 months / 1 year"	"12 mois / 1 an"	"combobox"
"12 pt"	"12 pt"	"combobox"
"120 seconds"	"120 secondes"	"combobox"
"14 pt"	"14 pt"	"combobox"
"15 minutes"	"15 minutes"	"combobox"
"16 pt"	"16 pt"	"combobox"
"18 pt"	"18 pt"	"combobox"
"2 (Low)"	"2 (Faible)"	"combobox"
  "2 (Low)"	"2 (Basse)"	"menu"
"2 Weeks"	"&2 Semaines"	"combobox"
"2 days"	"2 jours"	"combobox"
"2 hours"	"2 heures"	"combobox"
"2 minutes"	"2 minutes"	"combobox"
"2 months"	"2 mois"	"combobox"
"2 spaces"	"2 espaces"	"combobox"
"2 weeks"	"2 semaines"	"combobox"
"2. Do you want to be able to share your tasklists on a network ?"	"2. Voulez vous pouvoir partager vos listes de tâche en réseau ?"	"label"
"20 minutes"	"20 minutes"	"combobox"
"20 pt"	"20 pt"	"combobox"
"20 seconds"	"20 secondes"	"combobox"
"24 hours / 1 day"	"24 heures / 1 jour"	"combobox"
"3 (Low)"	"3 (Basse)"	"combobox"
  "3 (Low)"	"(Basse)"	"menu"
"3 (Low-Med)"	"3 (Faible-Moy)"	"combobox"
  "3 (Low-Med)"	"3 (Basse-Moy)"	"menu"
"3 Weeks"	"&3 Semaines"	"combobox"
"3 days"	"3 jours"	"combobox"
"3 hours"	"3 heures"	"combobox"
"3 months"	"3 mois"	"combobox"
"3 weeks"	"3 semaines"	"combobox"
"3. Which columns do you initially want to see ?\n\nNote: You can modify this choice later using  'View > Select Columns'"	"3. Quelle colonnes voulez vous voir initialement ?\n\nNota: Vous pourrez modifier ce choix ultérieurement en utilisant 'Afficher > Sélectionner les colonnes..."	"label"
"30 minutes"	"30 minutes"	"combobox"
"30 seconds"	"30 secondes"	"combobox"
"4 (Medium)"	"4 (Moyen)"	"combobox"
  "4 (Medium)"	"4 (Moyenne)"	"menu"
"4 Weeks"	"&4 Semaines"	"combobox"
"4 days"	"4 jours"	"combobox"
"4 hours"	"4 heures"	"combobox"
"4 months"	"4 mois"	"combobox"
"4 spaces"	"4 espaces"	"combobox"
"4 weeks"	"4 semaines"	"combobox"
"4. Do you want to keep the user interface as simple as possible ?"	"4. Voulez vous garder l'interface aussi simple que possible ?"	"label"
"45 minutes"	"45 minutes"	"combobox"
"5 (Medium)"	"5 (Moyen)"	"combobox"
  "5 (Medium)"	"5 (Moyenne)"	"menu"
"5 Weeks"	"&5 Semaines"	"combobox"
"5 days"	"5 jours"	"combobox"
"5 hours"	"5 heures"	"combobox"
"5 minutes"	"5 minutes"	"combobox"
"5 months"	"5 mois"	"combobox"
"5 pt"	"5 pt"	"combobox"
"5. Do you want to view a sample tasklist to help you get started ?"	"5. Voulez vous voir un exemple de liste de tâches pour vous aider à démarrer ?"	"label"
"6 (Medium)"	"6 (Moyen)"	"combobox"
  "6 (Medium)"	"6 (Moyenne)"	"menu"
"6 Weeks"	"&6 Semaines"	"combobox"
"6 days"	"6 jours"	"combobox"
"6 hours"	"6 heures"	"combobox"
"6 months"	"6 mois"	"combobox"
"6 pt"	"6 pt"	"combobox"
"60 minutes / 1 hour"	"0 minutes / 1 heure"	"combobox"
"60 minutes"	"60 minutes"	"combobox"
"60 seconds"	"60 secondes"	"combobox"
"7 (High)"	"7 (Haute)"	"combobox"
  "7 (High)"	"(Haute)"	"menu"
"7 (Med-High)"	"7 (Moy-Grand)"	"combobox"
  "7 (Med-High)"	"7 (Moy-Haute)"	"menu"
"7 Weeks"	"&7 Semaines"	"combobox"
"7 days / 1 week"	"7 jours / 1 semaine"	"combobox"
"7 pt"	"7 pt"	"combobox"
"8 (High)"	"8 (Grand)"	"combobox"
  "8 (High)"	"8 (Haute)"	"menu"
"8 Weeks"	"&8 Semaines"	"combobox"
"8 pt"	"8 pt"	"combobox"
"8 spaces"	"8 espaces"	"combobox"
"9 (High)"	"9 (Haute)"	"combobox"
  "9 (High)"	"9 (Haute)"	"menu"
"9 (Very High)"	"9 (Très Grand)"	"combobox"
