TRANSTEXT 7.1.997.6
PRIMARY_LANGID 13
English Text	Translated Text	Item Type
"Include web link when pasting browser content"	""	"checkbox"
"Increment Font Size"	""	"menu"
"Inline Spell Checking"	""	"menu"
"Kanban Preferences"	""	"dialog"
"Kanban"	""	"text"
  "Kanban"	""	"systabcontrol32"
"Keep a task's time estimate synchronised with its start and due dates (and vice versa)"	""	"checkbox"
"Last Modified:\t"	""	"text"
"License"	""	"label"
"Lock Task Attributes"	""	"menu"
"Lock"	""	"menu"
"Locked Tasks"	""	"text"
"MS Sans Serif"	""	"combobox"
"M\t(months)"	""	"text"
"Match by task ID"	""	"radiobutton"
"Match by task title"	""	"radiobutton"
"Merge into active tasklist"	""	"radiobutton"
"Milestone"	""	"text"
"Modify Reminder..."	""	"menu"
"Modify Task Reminder"	""	"text"
"More Colours..."	""	"text"
"Move Column Down"	""	"tooltip"
"Move Column Up"	""	"tooltip"
"My Life Organized (.ml)"	""	"combobox"
"New Dependent Task Below Selected Task"	""	"menu"
"Notification"	""	"text"
"Online Help"	""	"menu"
  "Online Help"	""	"tooltip"
"Owner"	""	"text"
"PID"	""	"text"
"Parent"	""	"checklistbox"
"Populate Columns"	""	"tooltip"
"Preference Files (*.ini)"	""	"combobox"
"Priority:\t\t"	""	"text"
"Quarter Centuries \t(eg. 2000-2024)"	""	"text"
"Quick Task Find"	""	"text"
"Recent Tasklist %d"	""	"menu"
"Regional Settings Change|The user interface will be updated next time you restart ToDoList.\n\nWould you like to restart ToDoList now?"	""	"text"
"Release Candidate"	""	"text"
"Remind me again at"	""	"radiobutton"
"Resize Attribute Columns to Fit"	""	"menu"
"Restore Default Font Size"	""	"menu"
"Rich Text Preferences"	""	"dialog"
"Risk:\t\t"	""	"text"
"Run Tool Error"	""	"text"
"Save Task View to Image..."	""	"menu"
"Schedule and Priority"	""	"text"
"Select Task Dependencies"	""	"menu"
"Select Task Dependents"	""	"menu"
"Selected Task Custom Attribute"	""	"menu"
"Show '% Complete' as progress on task's gantt bar"	""	"checkbox"
"Show 'Reminders' as dates and times"	""	"checkbox"
"Show Time Tracker"	""	"menu"
"Show Time"	""	"text"
"Show a task's colour as a vertical bar"	""	"checkbox"
"Show close button on each tasklist tab"	""	"checkbox"
"Show empty columns"	""	"combobox"
"Show parent tasks"	""	"checkbox"
"Show the Time-Tracker window whenever a task's time is tracked"	""	"checkbox"
"Some tasks could not be imported from '%s'."	""	"text"
"Some tasks could not be imported from the clipboard text."	""	"text"
"Sort subtasks below their respective parent task"	""	"checkbox"
"Stable Release"	""	"text"
"Start Date:\t"	""	"text"
"Start Tracking"	""	"text"
"Status:\t"	""	"text"
"Stop Tracking"	""	"text"
"Stylesheet not found"	""	"label"
"Symbols..."	""	"tooltip"
"Synchronise a task's 'Completion' to changes in its 'Status'"	""	"checkbox"
"Tags:\t\t\t"	""	"text"
"Task View Font"	""	"menu"
"Task View Visibility %d"	""	"menu"
"Task View"	""	"radiobutton"
"Task:\t\t"	""	"text"
"Tasklist Tab Colour"	""	"menu"
"Tasks>Defaults>Inheritable Attributes"	""	"text"
"Tasks>Defaults>Task Attributes"	""	"text"
"Text Files (*.txt)"	""	"combobox"
"Text prompt"	""	"text"
"The clipboard text contained no tasks which could be imported."	""	"text"
"The clipboard text does not have a recognised format."	""	"text"
"The file '%s' does not have a recognised format."	""	"text"
"The following tasks are currently time tracked:\n\n%s"	""	"text"
"The selected tasks have no dependents."	""	"text"
"The tool '%s' could not be found.\n\nPlease check that it has not been moved or deleted and try again."	""	"text"
"The tool '%s' could not be run.\n\nPlease check you have the required access rights and try again."	""	"text"
"The uninstaller could not be run at this time.\n\nIf this was due to Windows SmartScreen, you may need to temporarily disable SmartScreen before trying again."	""	"text"
"The updater could not be run at this time.\n\nIf this was due to Windows SmartScreen, you may need to temporarily disable SmartScreen before trying again."	""	"text"
"The version of ToDoList specified in the tool (%d.%d) must be the same as the version of the running application (%d.%d)."	""	"text"
"Time Est:\t"	""	"text"
"Time Estimate : Spent"	""	"label"
"Time Spent:\t"	""	"text"
"Time Tracker"	""	"dialog"
"Time Tracking Reminder"	""	"text"
"ToDoList (.tdl)"	""	"combobox"
"ToDoList (c) AbstractSpoon"	""	"text"
"ToDoList has detected that the handler for the 'outlook:' protocol \nhas not been installed.\n\nUntil the handler is installed, 'outlook:' links will not work correctly.\n\nDo you want to install the handler now?"	""	"text"
"ToDoList was unable to install the '.tdl' extension handler.\n\nYou may need to run ToDoList with administrator privileges to install the handler.\n\nOnce installed you can then revert to your original security settings."	""	"text"
"ToDoList was unable to install the 'tdl://' protocol handler.\n\nYou may need to run ToDoList with administrator privileges to install the handler.\n\nOnce installed you can then revert to your original security settings."	""	"text"
"Tool Version Error"	""	"text"
"Total Work"	""	"text"
"Treat subtasks of 'Locked' tasks as also being locked"	""	"checkbox"
"Treat tasks without a due date as being due 'Today' or on the 'Start' date whichever is later"	""	"checkbox"
"Type a version"	""	"text"
"Unable to process Startup Options|When more than one instance of ToDoList is running you must specify a filepath as well."	""	"text"
"Use Microsoft Word for content format conversions"	""	"checkbox"
"Use the following fixed columns only"	""	"radiobutton"
"User Defined Tool %d"	""	"menu"
"Version:\t\t"	""	"text"
"W\t(weeks)"	""	"text"
"When time-tracking, remind me every"	""	"checkbox"
"When"	""	"label"
"Window %d"	""	"menu"
"Word Cloud"	""	"systabcontrol32"
"Y\t(years)"	""	"text"
"Yesterday"	""	"text"
"\n-ab <alloc by>\tSets the 'Allocated By' for the currently selected task\n-s <status>\tSets the 'Status' for the currently selected task\n-p <priority>\tSets the 'Priority' for the currently selected task\n-r <risk>\tSets the 'Risk' for the currently selected task\n-tg <tags>\tSets the 'Tag(s)' for the currently selected task\n-dp <id>\tSets the 'Dependency(s)' for the currently selected task\n-te <hrs>\tSets the 'Time Estimate' for the currently selected task\n-ts <hrs>\tSets the 'Time Spent' for the currently selected task\n-fr <path>\tSets the 'File Link' for the currently selected task"	""	"text"
"\n-cs <cost>\tSets the 'Cost' for the currently selected task\n-md <date>\tSets the 'Creation Date' of the newly created task\n-sd <date>\tSets the 'Start Date' for the currently selected task\n-dd <date>\tSets the 'Due Date' for the currently selected task\n-cd <date>\tSets the 'Completion Date' for the currently selected task\n"	""	"text"
"\n-nt <title>\tCreates a new task in the active tasklist with the specified title\n-pid <id>\tSpecifies the parent task in which to create the new task\n-bid <id>\tSpecifies the sibling task after which to create the new task\n-tid <id>\tSelects the task in the active tasklist\n-cm <comments>\tAdds to the 'Comments' for the currently selected task\n-tv <version>\tSets the 'Version' for the currently selected task\n-xid <ext_id>\tSets the 'external ID' for the currently selected task\n-c <categories>\tSets the 'Category(s) for the currently selected task\n-at <alloc to>\tSets the 'Allocated To(s)' for the currently selected task"	""	"text"
"\n\n(ATTENTION: One or more of these tasks has subtasks which will also be deleted)"	""	"text"
"\n\n(ATTENTION: This task has subtasks which will also be deleted)"	""	"text"
"before due date"	""	"combobox"
"before start date"	""	"combobox"
"begins in %s at %s"	""	"text"
"d"	""	"text"
"d\t(weekdays)"	""	"text"
"iCalendar (.ics)"	""	"combobox"
"is due in %s at %s"	""	"text"
"m\t(minutes)"	""	"text"
"occurrences"	""	"label"
"weekday(s)"	""	"label"
TRANSLATED
"% Complete"	"% הושלמו"	"label"
"%d / %d tasks"	"%d / %d משימות"	"text"
"%d task(s) selected"	"%d"	"text"
"%s (Custom, Relative)"	"%s' לא ניתן היה לבדוק זאת.\n\nבדוק שזה לא שונה או הועבר, ושיש לכם הרשאות מתאימות."	"text"
"'%s' could not be checked out.\n\nPlease check that it has not been moved or deleted and that you have the required access rights."	"%s' לא ניתן לבצע צ'ק אאוט. \n\nבדקו אם יש לכם הרשאות מתאימות ונסו שוב."	"text"
"'%s' could not be checked out\nbecause it is currently checked out to '%s'"	"%s'לא ניתן היה לבדוק\nכי זה נבדק עכשיו ל-  '%s'"	"text"
"'%s' could not be found."	"%s' לא נמצא."	"text"
"'%s' could not be opened (%d).\n\nPlease check that the file exists and that you have the appropriate access rights before trying again."	"%s' לא נפתח (%d).\n\nבדקו שהקובץ קיים ושיש לכם הרשאות מתאימות ונסו שוב."	"text"
"'%s' could not be opened because access to the file was denied.\n\nPlease check that you have the required permissions and try again."	"%s'לא ניתן לפתוח את הקובץ, היות שהגישה לקובץ נדחתה. בדוק שיש לך את ההרשאה המתאימה ונסה שנית"	"text"
"'%s' could not be opened because another user\n(or application) is currently accessing the file.\n\nPlease try again in a moment."	"%s' לא ניתן לפתוח את הקובץ כי משתמש אחר\n(או יישום) פתח אותו.\n\nנסו שוב בעוד מספר דקות."	"text"
"'%s' could not be opened because it contains \nmalformed XML that the MSXML component could not interpret."	"%s' לא ניתן לפתוח בגללs \nשגיאת XML."	"text"
"'%s' could not be opened because it is encrypted and you do not have the encryption component installed.\n\nPlease contact AbstractSpoon Software for more information."	"%s' לא ניתן לפתוח כי הקובץ מוצפן ואין לכם רכיב הצפנה.\n\nלמידע נוסף, צרו קשר עם AbstractSpoon Software."	"text"
"'%s' could not be opened because the method of encryption could not be determined."	"%s' לא ניתן לפתוח כי צורת ההצפנה לא מוכרת."	"text"
"'%s' could not be opened due to an unexpected error (%d)."	"%s' לא ניתן לפתוח בגלל שגיאה לא ידועה (%d)."	"text"
"'%s' could not be opened for importing.\n\nCheck that you have the necessary permissions and that the file is not open in another application."	"לא ניתן לפתוח את הקובץ '%s' כדי לייבא אותו. בדוק שיש לך הרשאות מתאימות, ושהקובץ לא פתוח עי יישום אחר."	"text"
"'%s' could not be saved because access to the file was denied.\n\nPlease select another filename."	"%s' לא ניתן לשמור את הקובץ היות שהגישה לקובץ נדחתה. נסה לשמור את הקובץ בשם אחר"	"text"
"'%s' could not be saved because another user\n(or application) is currently accessing the file.\n\nPlease try again in a moment."	"%s' לא ניתן לשמור כי משתמש אחר\n(או יישום) עובד כעת על הקובץ.\n\nנסו שוב בעוד מספר דקות."	"text"
"'%s' could not be saved because the file is read-only.\n\nPlease select another filename."	"%s' לא ניתן לשמור את הקובץ היות שהוא מוגן לקריאה בלבד. נסה לשמור את הקובץ בשם אחר"	"text"
"'%s' could not be saved due to an unexpected error (%d)."	"%s' לא ניתן לשמור בגלל שגיאה לא ידועה (%d)."	"text"
"'%s' could not be saved due to insufficient disk space.\n\nPlease select another filename."	"%s' לא ניתן לשמור את הקובץ היות שהדיסק מלא. נסה לשמור במיקום אחר"	"text"
"'%s' does not appear to be a valid tasklist."	"%s' היא רשימת משימות לא תקינה."	"text"
"'%s' has no tasks due by the end of next month"	"%s' אין משימות מתוכננות עד לסוף החודש הבא"	"text"
"'%s' has no tasks due by the end of next week"	"%s' אין משימות מתוכננות עד לסוף שבוע הבא"	"text"
"'%s' has no tasks due by the end of this month"	"%s' אין משימות מתוכננות עד לסוף החודש הנוכחי"	"text"
"'%s' has no tasks due by the end of this week"	"%s' אין משימות מתוכננות עד לסוף השבוע הנוכחי"	"text"
"'%s' has no tasks due by today"	"%s' אין משימות מתוכננות להיום"	"text"
"'%s' has no tasks due by tomorrow"	"%s' אין משימות מתוכננות עד מחר"	"text"
"'%s' must be checked out before it can be saved."	"%s' חייב צ'ק אאוט לפני שניתן לשמור."	"text"
"'Due Today' task colour"	"צבע משימה שיעדה היום"	"checkbox"
"'Due' task colour"	"צבע 'יעד' משימה"	"checkbox"
"'New Subtask' button places subtask"	"כפתור תת-משימה יוצר תת-משימה"	"label"
"'New Task' button places task"	"כפתור משימה חדשה יוצר משימה חדשה"	"label"
"'Stack' edit fields and comments when they occupy the same position (left, right or below)"	"מחסנית משמשת לעריכת שדות והערות התופסים אותו מיקום (שמאל, ימין או מתחת)"	"checkbox"
"'Started Today' task colour"	"צבע משימה התחילה היום"	"checkbox"
"'Started' task colour"	"צבע משימה התחילה"	"checkbox"
"'Today' colour"	"צבע היום"	"checkbox"
"'Weekend' colour"	"צבע סוף שבוע"	"checkbox"
"(Relative)"	"(יחסי)"	"text"
"(completed: %s)"	"(הושלמו: %s)"	"text"
"(untitled)"	"(ללא כותרת)"	"text"
"- unnamed -"	"- ללא שם -"	"text"
"...maps to Column Name in File"	"...מיפוי שם טור בקובץ"	"sysheader32"
"...maps to Task Attribute"	"...מיפוי למאפיין משימה"	"sysheader32"
"0 (Lowest)"	"0 (הנמוך ביותר)"	"combobox"
  "0 (Lowest)"	"0 (הנמוכה ביותר)"	"menu"
"0 (zero) is not a valid task ID"	"לא ניתן לתת למשימה קוד 0 (אפס)"	"text"
"0 minutes"	"0 דקות"	"combobox"
"1 (Low)"	"1 (נמוכה)"	"combobox"
  "1 (Low)"	"1 (נמוכה)"	"menu"
"1 (Very Low)"	"1 (נמוכה מאוד)"	"combobox"
  "1 (Very Low)"	"2 (נמוכה מאוד)"	"menu"
"1 Week"	"שבוע אחד"	"combobox"
"1 minute"	"דקה אחת"	"combobox"
"1 month"	"חודש אחד"	"combobox"
"1 space"	"רווח אחד"	"combobox"
"1 task selected (%d)"	"נבחרה משימה אחת (%d)"	"text"
"1. Where do you want ToDoList to store your program settings ?"	"1. היכן לשמור את הגדרות התוכנה?"	"label"
"10 (Highest)"	"10 (הכי גבוהה)"	"combobox"
  "10 (Highest)"	"10 (הכי גבוהה)"	"menu"
"10 minutes"	"10 דקות"	"combobox"
"10 pt"	"נק' 10"	"combobox"
"10 seconds"	"10 שניות"	"combobox"
"11 pt"	"נק' 11"	"combobox"
"12 hours"	"12 שעות"	"combobox"
"12 months / 1 year"	"12 חודשים / שנה"	"combobox"
"12 pt"	"נק' 12"	"combobox"
"120 seconds"	"120 שניות"	"combobox"
"14 pt"	"נק' 14"	"combobox"
"15 minutes"	"15 דקות"	"combobox"
"16 pt"	"נק' 16"	"combobox"
"18 pt"	"נק' 16"	"combobox"
"2 (Low)"	"2 (נמוכה)"	"combobox"
  "2 (Low)"	"2 (נמוכה)"	"menu"
"2 Weeks"	"2 שבועות"	"combobox"
"2 days"	"2 ימים"	"combobox"
"2 hours"	"2 שעות"	"combobox"
"2 minutes"	"2 דקות"	"combobox"
"2 months"	"2 חודשים"	"combobox"
"2 spaces"	"שני רווחים"	"combobox"
"2 weeks"	"2 שבועות"	"combobox"
"2. Do you want to be able to share your tasklists on a network ?"	"2. האם תרצה לשתף את רשימת המשימות ברשת?"	"label"
"20 minutes"	"20 דקות"	"combobox"
"20 pt"	"נק' 20"	"combobox"
"20 seconds"	"20 שניות"	"combobox"
"24 hours / 1 day"	"24 שעות / יום אחד"	"combobox"
"3 (Low)"	"3 (נמוכה)"	"combobox"
  "3 (Low)"	"3 (נמוכה)"	"menu"
"3 (Low-Med)"	"3 (נמוכה-בינונית)"	"combobox"
  "3 (Low-Med)"	"3 (נמוכה-בינונית)"	"menu"
"3 Weeks"	"3 שבועות"	"combobox"
"3 days"	"3 ימים"	"combobox"
"3 hours"	"3 שעות"	"combobox"
"3 months"	"3 חודשים"	"combobox"
"3 weeks"	"3 שבועות"	"combobox"
"3. Which columns do you initially want to see ?\n\nNote: You can modify this choice later using  'View > Select Columns'"	"3. אילו עמודות תרצו לראות בהתחלה?\n\nלידיעתכם: תוכלו לשנות הגדרה זו בהמשך תחת 'צפיה > בחר עמודות'"	"label"
"30 minutes"	"30 דקות"	"combobox"
"30 seconds"	"30 שניות"	"combobox"
"4 (Medium)"	"4 (בינונית)"	"combobox"
  "4 (Medium)"	"4 (בינונית)"	"menu"
"4 Weeks"	"4 שבועות"	"combobox"
"4 days"	"4 ימים"	"combobox"
"4 hours"	"4 שעות"	"combobox"
"4 months"	"4 חודשים"	"combobox"
"4 spaces"	"נק' 20"	"combobox"
"4 weeks"	"4 שבועות"	"combobox"
"4. Do you want to keep the user interface as simple as possible ?"	"4. האם תרצו ממשק משתמש פשוט?"	"label"
"45 minutes"	"45 דקות"	"combobox"
"5 (Medium)"	"5 (בינונית)"	"combobox"
  "5 (Medium)"	"5 (בינונית)"	"menu"
"5 Weeks"	"5 שבועות"	"combobox"
"5 days"	"5 ימים"	"combobox"
"5 hours"	"5 שעות"	"combobox"
"5 minutes"	"5 דקות"	"combobox"
"5 months"	"5 חודשים"	"combobox"
"5 pt"	"נק' 5"	"combobox"
"5. Do you want to view a sample tasklist to help you get started ?"	"5. האם תרצו לראות רשימת משימות פשוטה כדי לסייע לכם להתחיל?"	"label"
"6 (Medium)"	"6 (בינונית)"	"combobox"
  "6 (Medium)"	"6 (בינונית)"	"menu"
"6 Weeks"	"6 שבועות"	"combobox"
"6 days"	"6 ימים"	"combobox"
"6 hours"	"6 שעות"	"combobox"
"6 months"	"6 חודשים"	"combobox"
"6 pt"	"נק' 6"	"combobox"
"60 minutes / 1 hour"	"60 דקות / שעה"	"combobox"
"60 minutes"	"60 דקות"	"combobox"
"60 seconds"	"60 שניות"	"combobox"
"7 (High)"	"7 (גבוהה)"	"combobox"
  "7 (High)"	"7 (גבוהה)"	"menu"
"7 (Med-High)"	"7 (בינונית-גבוהה)"	"combobox"
  "7 (Med-High)"	"7 (בינונית-גבוהה)"	"menu"
"7 Weeks"	"7 שבועות"	"combobox"
"7 days / 1 week"	"7 ימים / שבוע"	"combobox"
"7 pt"	"נק' 7"	"combobox"
"8 (High)"	"8 (גבוהה)"	"combobox"
  "8 (High)"	"8 (גבוהה)"	"menu"
"8 Weeks"	"8 שבועות"	"combobox"
"8 pt"	"נק' 8"	"combobox"
"8 spaces"	"נק' 8"	"combobox"
"9 (High)"	"9 (גבוהה)"	"combobox"
  "9 (High)"	"9 (גבוהה)"	"menu"
"9 (Very High)"	"9 (גבוהה מאוד)"	"combobox"
  "9 (Very High)"	"9 (גבוה מאוד)"	"menu"
"9 Weeks"	"9 שבועות"	"combobox"
"9 months"	"9 חודשים"	"combobox"
"9 pt"	"נק' 9"	"combobox"
"< Back"	"< חזור>"	"button"
"<New Rule>"	"<כלל חדש>"	"text"
"<Tasklist Attached>"	"<רשימת משימות מצורפת>"	"text"
"<any date>"	"<יום כלשהו>"	"text"
"<any>"	"<כל>"	"combobox"
"<anyone>"	"<כל אחד>"	"text"
"<no date>"	"<אף תאריך>"	"text"
"<nobody>"	"<אף אחד>"	"text"
"<none>"	"<כלום>"	"combobox"
  "<none>"	"<כלום>"	"menu"
"<specific date>"	"<תאריך מסויים>"	"text"
"A simple and effective way to keep on top of your daily tasks"	"דרך פשוטה ויעילה להציג מעל המשימות היומיות שלך"	"label"
  "A simple and effective way to keep on top of your daily tasks"	"דרך פשוטה ויעילה להציג מעל המשימות היומיות שלך"	"text"
"A task with an ID of '%d' could not be found in the active tasklist"	"משימה עם מספר '%d' לא נמצאה ברשימת המשימות הפעילה"	"text"
"About ToDoList"	"על ToDOList"	"menu"
"About"	"אודות"	"dialog"
"About..."	"אודות..."	"menu"
"Above Priority"	"מעל עדיפות"	"label"
"Above Risk"	"מעל סיכון"	"label"
"Above Task"	"לפני משימה"	"menu"
"Above selected task"	"מעל המשימה הנבחרת"	"combobox"
"Accumulated"	"מצטבר"	"combobox"
  "Accumulated"	"מצטבר"	"text"
"Active Dictionary"	"מילון פעיל"	"label"
  "Active Dictionary"	"מילון פעיל"	"text"
"Active Keyboard Shortcuts"	"מקשי קיצור פעילים"	"dialog"
"Active Tasklist"	"רשימת משימות פעילה"	"menu"
"Active Tasks"	"משימות פעילות"	"text"
"Active tasklist only"	"רק רשימת משימות פעילה"	"radiobutton"
"Active tasklist"	"משימות פעילות"	"text"
"Add Dependency"	"הוסף תלות"	"tooltip"
"Add Rule"	"הוסף כלל"	"tooltip"
"Add Task Dependency"	"הוסף תלות משימה"	"menu"
"Add Task File Link..."	"הגדר קישור קובץ משימה..."	"menu"
"Add Tasklist to Source Control"	"הוסף רשימת משימות לבקרת מקור"	"menu"
"Add Time to Task Log File"	"הוסף זמן לקובץ יומן משימות"	"menu"
"Adjusted"	"מותאם"	"text"
"After Loading a Tasklist"	"לאחר פתיחה של רשימת משימה"	"label"
"After completing a task, set its 'Status' to"	"לאחר השלמת משימה, שנה את הסטטוס שלה ל"	"checkbox"
"Aggregate cost for the selected tasks"	"חשב סהכ עלויות של המשימות הנבחרות"	"text"
"Aggregate time estimate for the selected tasks"	"חשב סהכ זמן של המשימות הנבחרות"	"text"
"Aggregate time spent on the selected tasks"	"חשב סהכ זמן שהושקע במשימות הנבחרות"	"text"
"Alignment"	"יישור"	"label"
"All Files (*.*)"	"כל הקבצים (*.*)"	"combobox"
"All Files (*.*)|*.*||"	"כל הקבצים (*.*)|*.*||"	"text"
"All Tasks"	"כל המשימות"	"menu"
"All attributes"	"כל המאפיינים"	"radiobutton"
"All open tasklists"	"כל רשימות המשימות הפתוחות"	"combobox"
"All tasklists"	"כל רשימות המשימות"	"radiobutton"
"All tasks"	"כל המשימות"	"radiobutton"
"All"	"הכל"	"combobox"
"Alloc To"	"הוקצתה ל-"	"sysheader32"
"Allocated By"	"הוקצתה עי"	"menu"
  "Allocated By"	"הוקצתה עי"	"label"
  "Allocated By"	"הוקצתה עי"	"combobox"
  "Allocated By"	"הוקצתה עי"	"checklistbox"
"Allocated To"	"הוקצתה ל-"	"menu"
  "Allocated To"	"הוקצתה ל-"	"checklistbox"
  "Allocated To"	"הוקצתה ל-"	"combobox"
  "Allocated To"	"הוקצתה ל-"	"label"
"Allocated by"	"הוקצתה עי"	"label"
"Allocated to"	"הוקצתה ל-"	"label"
"Allow editing of task references"	"אפשר עריכת קישורי משימה"	"checkbox"
"Allow multi selection in the filter droplists"	"אפשר בחירה מרובה ברשימה הנגללת של הסננים"	"checkbox"
"Allow multiple instances of ToDoList"	"אפשר יותר ממופע אחד של התוכנה"	"checkbox"
"Allow time-tracking on parent tasks"	"אפשר מעקב זמן במשימות אב"	"checkbox"
"Also add time to task's time spent"	"הוסף זמן גם לזמן שהושקע במשימה"	"checkbox"
"Alternate line colour"	"צבע קו חילופי"	"checkbox"
"Always export task ID and Parent task ID"	"ייצא תמיד מספר משימה ומספר משימת אב"	"checkbox"
"Always hide parent tasks in List View"	"הסתר משימות אב בתצוגת רשימה"	"checkbox"
"Always show ToDoList when it starts up"	"הצג תמיד את התוכנה בהפעלה"	"checkbox"
"Always show all available fields"	"הצג תמיד את כל השדות הזמינים"	"radiobutton"
"Always show all fields"	"הצג תמיד את כל השדות"	"radiobutton"
"Always sort completed tasks below other tasks"	"הצג משימות שהושלמו מתחת למשימות אחרות"	"checkbox"
"Analyse Logged Time"	"נתח זמן שנרשם ביומן"	"dialog"
"Analyse Logged Time..."	"ניתוח זמן שנרשם ביומן..."	"menu"
"And/Or"	"ו/או"	"sysheader32"
  "And/Or"	"ו/או"	"text"
"Anonymous Login"	"התחברות אנונימית"	"checkbox"
  "Anonymous Login"	"התחברות אנונימית"	"text"
"Any category can match"	"כל קטגוריה יכולה להתאים"	"text"
"Any person can match"	"כל אדם יכול להתאים"	"text"
"Any tag can match"	"כל תג יכול להתאים"	"text"
"Any text field (eg. Allocated To, External ID, etc)"	"כל שדה טקסט (כמו מוקצה ל-, מספר חיצוני, וכד')"	"radiobutton"
"Any text field"	"כל שדה טקסט"	"text"
"Append the following text when pasting the 'Date/Time'"	"הצמד את הטקסט הבא כשאתה מדביק 'תאריך/זמן'"	"checkbox"
"Append the user's 'Created By' name when pasting the 'Date/Time'"	"הצמד את שם המשתמש 'נוצר עי' כשאתה מדביק 'תאריך/זמן'"	"checkbox"
"Apply as Filter"	"השתמש כסנן"	"button"
"Apply changes to"	"בצע שינויים ב"	"groupbox"
"Apply"	"בצע"	"button"
"Archive Completed Tasks"	"העבר לארכיון משימות שהושלמו"	"menu"
"Archive Selected Task(s)"	"העבר לארכיון משימות נבחרות"	"menu"
"Archive Selected Tasks"	"העבר לארכיון משימות מסומנות"	"menu"
"Archive completed tasks"	"העבר לארכיון משימות שהושלמו"	"checkbox"
"Archiving"	"מעביר לארכיון"	"label"
"Are you sure you want to delete all the tasks in this tasklist?"	"האם למחוק את כל המשימות ברשימת המשימות הזו?"	"text"
