TRANSTEXT 7.2.998.2
PRIMARY_LANGID 16
English Text	Translated Text	Item Type
"'%s' could not be opened because it contains \nmalformed XML that the MSXML component could not interpret."	"Non è stato possibile aprire '%s' poiché contiene codice XML\nnon corretto che il componente MSXML non può interpretare."	"text"
"'%s' could not be opened because it is encrypted and you do not have the encryption component installed.\n\nPlease contact AbstractSpoon Software for more information."	"Non è stato possibile aprire '%s' poiché è crittografato e il componente per la crittografia non è installato.\n\nContattare AbstractSpoon Software per ulteriori informazioni."	"text"
"'%s' could not be opened because the method of encryption could not be determined."	"Non è stato possibile aprire '%s' poiché non è stato possibile determinare il metodo crittografico."	"text"
"'%s' could not be opened because the network location is not currently accessible."	"Non è stato possibile aprire '%s' poiché la posizione di rete non è attualmente accessibile."	"text"
"'%s' could not be opened due to an unexpected error (%d)."	"Non è stato possibile aprire '%s' a causa di un errore inatteso (%d)."	"text"
"'%s' could not be opened for importing.\n\nCheck that you have the necessary permissions and that the file is not open in another application."	"Non è stato possibile aprire “%s” per l'importazione.\n\nVerificare di avere i necessari permessi e che il file non sia aperto da un'altra applicazione."	"text"
"'%s' could not be saved because access to the file was denied.\n\nPlease select another filename."	"Non è stato possibile salvare '%s' poiché l'accesso al file è stato negato.\n\nSelezionare un altro nome di file."	"text"
"'%s' could not be saved because another user\n(or application) is currently accessing the file.\n\nPlease try again in a moment."	"Non è stato possibile salvare '%s' poiché un altro utente\n(o applicazione) sta accedendo al file.\n\nRiprovare più tardi."	"text"
"'%s' could not be saved because the file is read-only.\n\nPlease select another filename."	"Non è stato possibile salvare '%s' poiché il file è di sola lettura.\n\nSelezionare un altro nome di file."	"text"
"'%s' could not be saved due to an unexpected error (%d)."	"Non è stato possibile salvare '%s' a causa di un errore inatteso (%d)."	"text"
"'%s' could not be saved due to insufficient disk space.\n\nPlease select another filename."	"Non è stato possibile salvare '%s' poiché non c'è abbastanza spazio su disco.\n\nSelezionare un altro nome di file."	"text"
"'%s' does not appear to be a valid tasklist."	"Non sembra che '%s' sia una lista di compiti valida."	"text"
"'%s' has no tasks due by the end of next month"	"'%s' non contiene compiti da completare entro la fine del prossimo mese"	"text"
"'%s' has no tasks due by the end of next week"	"'%s' non contiene compiti da completare entro la fine della prossima settimana"	"text"
"'%s' has no tasks due by the end of this month"	"'%s' non contiene compiti da completare entro la fine di questo mese"	"text"
"'%s' has no tasks due by the end of this week"	"'%s' non contiene compiti da completare entro la fine di questa settimana"	"text"
"'%s' has no tasks due by today"	"'%s' non contiene compiti da completare entro oggi"	"text"
"'%s' has no tasks due by tomorrow"	"'%s' non contiene compiti da completare entro domani"	"text"
"'%s' must be checked out before it can be saved."	"È necessario sbloccare '%s' prima di poterlo salvare."	"text"
"'Bar' colour for tasks having no colour"	"Colore “Barra” per i compiti senza colore"	"checkbox"
"'CTRL + click' to follow link"	"'CTRL + clic' per seguire il collegamento"	"tooltip"
"'Due Today' task colour"	"Colore per i compiti 'In scadenza oggi'"	"checkbox"
"'Due' task colour"	"Colore per i compiti 'In scadenza'"	"checkbox"
"'New Subtask' button places subtask"	"Il pulsante 'Nuovo sotto-compito' inserisce un sotto-compito"	"label"
"'New Task' button places task"	"Il pulsante 'Nuovo compito' inserisce un compito"	"label"
"'Stack' comments above (or left of) edit fields"	"'Impila' i commenti sopra (o a sinistra) ai campi di modifica"	"checkbox"
"'Stack' edit fields and comments when they occupy the same position (left, right or below)"	"'Impila' i campi di modifica e i commenti quando occupano la stessa posizione (sinistra, destra o sotto)"	"checkbox"
"'Started' task colour"	"Colore dei compiti 'Iniziati'"	"checkbox"
"'Starts Today' task colour"	"Colore dei compiti 'Iniziati oggi'"	"checkbox"
"'Today' colour"	"Colore per 'Oggi'"	"checkbox"
"'Weekend' colour"	"Colore per 'Fine settimana'"	"checkbox"
"'{0}' appears in {1} tasks"	"'{0}' è persente in {1} compiti"	"tooltip"
"(completed: %s)"	"(completato: %s)"	"text"
"(handler not installed)"	"(gestore non installato)"	"label"
"(Note: You should only use this option if you are certain that the incoming tasks will have the correct task IDs)"	"(Nota: questa opzione dovrebbe essere usata solo se si è sicuri che i compiti in ingresso avranno i corretti identificativi)"	"label"
"(paused)"	"(in pausa)"	"text"
"(Relative)"	"(relativo)"	"text"
"(untitled)"	"(senza titolo)"	"text"
"- Fixed Columns -"	"- Colonne fisse -"	"combobox"
"- unnamed -"	"- senza nome -"	"text"
"-ab <alloc by>\tSets the 'Allocated By' for the currently selected task"	"-ab <alloc by>\tImposta 'Assegnato da' per il compito attualmente selezionato"	"text"
"-at <alloc to>\tSets the 'Allocated To' for the currently selected task"	"-at <alloc to>\tImposta 'Assegnato a' del compito attualmente selezionato"	"text"
"-bid <task id>\tSpecifies the sibling task below which to create the new task"	"-bid <id>\tSpecifica il compito fratello dopo il quale creare il nuovo compito"	"text"
"-c <categories>\tSets the 'Categories' for the currently selected task"	"-c <categories>\tImposta le 'Categorie' del compito attualmente selezionato"	"text"
"-cd <date>\tSets the 'Completion Date' for the currently selected task"	"-cd <date>\tImposta la 'Data di completamento' per il compito attualmente selezionato"	"text"
"-cm <comments>\tAdds to the 'Comments' for the currently selected task"	"-cm <comments>\tAggiunge ai 'Commenti' del compito attualmente selezionato"	"text"
"-cmd <id>\tSends the specified command to ToDoList's main window"	"-cmd <id>\tInvia il comando specificato alla finestra principale di ToDoList"	"text"
"-cs <cost>\tSets the 'Cost' for the currently selected task"	"-cs <cost>\tImposta il 'Cost' per il compito attualmente selezionato"	"text"
"-dd <date>\tSets the 'Due Date' for the currently selected task"	"-dd <date>\tImposta la 'Scadenza' per il compito attualmente selezionato"	"text"
"-dp <id>\tSets the 'Dependencies' for the currently selected task"	"-dp <id>\tImposta le 'Dipendenze' per il compito attualmente selezionato"	"text"
"-f <filepath2>[|<filepath3>|<filepath4>]\tAllows additional tasklists to be opened"	"-f <filepath2>[|<filepath3>|<filepath4>]\tPermette di aprire ulteriori liste di compiti"	"text"
"-fr <path>\tSets the 'File Link' for the currently selected task"	"-fr <path>\tImposta il 'Collegamento file' per il compito attualmente selezionato"	"text"
"-i <inipath>\tSpecifies an alternative settings file path"	"-i <inipath>\tSpecifica un percorso alternativo del file delle impostazioni"	"text"
"-m <filepath>\tImports the specified file"	"-m <filepath>\tImporta il file specificato"	"text"
"-md <date>\tSets the 'Creation Date' of the newly created task"	"-md <date>\tImposta la 'Data di creazione' per il compito appena creato"	"text"
"-nt <title>\tCreates a new task in the active tasklist with the specified title"	"-nt <title>\tCrea un nuovo compito nella lista dei compiti attiva con il titolo specificato"	"text"
"-p <priority>\tSets the 'Priority' for the currently selected task"	"-p <priority>\tImposta la 'Priorità' per il compito attualmente selezionato"	"text"
"-pid <task id>\tSpecifies the parent task in which to create the new task"	"-pid <id>\tSpecifica il compito padre sotto il quale creare il nuovo compito"	"text"
"-r <risk>\tSets the 'Risk' for the currently selected task"	"-r <risk>\tImposta il 'Rischio' per il compito attualmente selezionato"	"text"
"-s <status>\tSets the 'Status' for the currently selected task"	"-s <status>\tImposta lo 'Stato' per il compito attualmente selezionato"	"text"
"-sd <date>\tSets the 'Start Date' for the currently selected task"	"-sd <date>\tImposta la 'Data di inizio' per il compito attualmente selezionato"	"text"
"-te <hrs>\tSets the 'Time Estimate' for the currently selected task"	"-te <hrs>\tImposta il 'Tempo stimato' per il compito attualmente selezionato"	"text"
"-tg <tags>\tSets the 'Tags' for the currently selected task"	"-tg <tags>\tImposta le 'Etichette' per il compito attualmente selezionato"	"text"
"-tid <task id>\tSelects the specified task in the active tasklist"	"-tid <id>\tSeleziona il compito nella lista dei compiti attiva"	"text"
"-ts <hrs>\tSets the 'Time Spent' for the currently selected task"	"-ts <hrs>\tImposta il 'Tempo speso' per il compito attualmente selezionato"	"text"
"-tv <version>\tSets the 'Version' for the currently selected task"	"-tv <version>\tImposta la 'Versione' del compito attualmente selezionato"	"text"
"-v\tForces ToDoList to startup visible regardless of its last saved state"	"-v\tAvvia ToDoList visibile senza tener conto dell'ultimo stato salvato"	"text"
"-x\tTurns off password prompting except when first loading an encrypted tasklist"	"-x\tDisattiva la richiesta di password tranne la priva volta in cui si carica una lista di compiti crittografata"	"text"
"-xid <ext_id>\tSets the 'external ID' for the currently selected task"	"-xid <ext_id>\tImposta l'ID esterno' del compito attualmente selezionato"	"text"
"...maps to Column Name in File"	"…assegna alla colonna Nome nel file"	"sysheader32"
"...maps to Task Attribute"	"…assegna all'attributo Compito"	"sysheader32"
"0 (Lowest)"	"0 (minimo)"	"combobox"
  "0 (Lowest)"	"0 (minimo)"	"menu"
"0 (zero) is not a valid task ID"	"0 (zero) non è un identificativo di compito valido"	"text"
"0 minutes"	"0 minuti"	"combobox"
"1 (Low)"	"1 (basso)"	"combobox"
  "1 (Low)"	"1 (basso)"	"menu"
"1 (Very Low)"	"1 (molto basso)"	"combobox"
  "1 (Very Low)"	"1 (molto basso)"	"menu"
"1 minute"	"1 minuto"	"combobox"
"1 month"	"1 mese"	"combobox"
"1 space"	"1 spazio"	"combobox"
"1 task selected (%d)"	"1 compito selezionato (%d)"	"text"
"1 Week"	"1 settimana"	"combobox"
"1. Where do you want ToDoList to store your program settings ?"	"1. Dove memorizzare le impostazioni di ToDoList?"	"label"
"2 (Low)"	"2 (basso)"	"combobox"
  "2 (Low)"	"2 (basso)"	"menu"
"2 days"	"2 giorni"	"combobox"
"2 hours"	"2 ore"	"combobox"
"2 minutes"	"2 minuti"	"combobox"
"2 months"	"2 mesi"	"combobox"
"2 spaces"	"2 spazi"	"combobox"
"2 Weeks"	"2 settimane"	"combobox"
"2 weeks"	"2 settimane"	"combobox"
"2. Do you want to be able to share your tasklists on a network ?"	"2. Si desidera condividere le proprie liste di compiti in rete?"	"label"
"3 (Low)"	"3 (basso)"	"combobox"
  "3 (Low)"	"3 (basso)"	"menu"
"3 (Low-Med)"	"3 (medio-basso)"	"combobox"
  "3 (Low-Med)"	"3 (medio-basso)"	"menu"
"3 days"	"3 giorni"	"combobox"
"3 hours"	"3 ore"	"combobox"
"3 months"	"3 mesi"	"combobox"
"3 weeks"	"3 settimane"	"combobox"
"3 Weeks"	"3 settimane"	"combobox"
"3. Which columns do you initially want to see ?\n\nNote: You can modify this choice later using  'View > Select Columns'"	"3. Quali colonne visualizzare inizialmente?\n\nNota: sarà possibile modificare successivamente questa scelta usando  'Visualizza > Seleziona colonne'"	"label"
"3rd Party Storage"	"Archiviazione di terze parti"	"menu"
"3rd Party Storage %d"	"Archiviazione di terze parti %d"	"menu"
"4 (Medium)"	"4 (medio)"	"combobox"
  "4 (Medium)"	"4 (medio)"	"menu"
"4 days"	"4 giorni"	"combobox"
"4 hours"	"4 ore"	"combobox"
"4 months"	"4 mesi"	"combobox"
"4 spaces"	"4 spazi"	"combobox"
"4 Weeks"	"4 settimane"	"combobox"
"4 weeks"	"4 settimane"	"combobox"
"4. Do you want to keep the user interface as simple as possible ?"	"4. Mantenere l'interfaccia utente il più semplice possibile?"	"label"
"5 (Medium)"	"5 (medio)"	"combobox"
  "5 (Medium)"	"5 (medio)"	"menu"
"5 days"	"5 giorni"	"combobox"
"5 hours"	"5 ore"	"combobox"
"5 minutes"	"5 minuti"	"combobox"
"5 months"	"5 mesi"	"combobox"
"5 pt"	"5 pt"	"combobox"
"5 Weeks"	"5 settimane"	"combobox"
"5. Do you want to view a sample tasklist to help you get started ?"	"5 Visualizzare una lista di compiti di esempio per vedere come usare il programma?"	"label"
"6 (Medium)"	"6 (medio)"	"combobox"
  "6 (Medium)"	"6 (medio)"	"menu"
"6 days"	"giorni"	"combobox"
"6 hours"	"6 ore"	"combobox"
"6 months"	"6 mesi"	"combobox"
"6 pt"	"6 pt"	"combobox"
"6 Weeks"	"6 settimane"	"combobox"
"7 (High)"	"7 (alto)"	"combobox"
  "7 (High)"	"7 (alto)"	"menu"
"7 (Med-High)"	"7 (medio-alto)"	"combobox"
  "7 (Med-High)"	"7 (medio-alto)"	"menu"
"7 Day Rolling Average"	"Media mobile di 7 giorni"	"combobox"
"7 days / 1 week"	"7 giorni / 1 settimana"	"combobox"
"7 pt"	"7 pt"	"combobox"
"7 Weeks"	"7 settimane"	"combobox"
"8 (High)"	"8 (alto)"	"combobox"
  "8 (High)"	"8 (alto)"	"menu"
"8 pt"	"8 pt"	"combobox"
"8 spaces"	"8 spazi"	"combobox"
"8 Weeks"	"8 settimane"	"combobox"
"9 (High)"	"9 (alto)"	"combobox"
  "9 (High)"	"9 (alto)"	"menu"
"9 (Very High)"	"9 (molto alto)"	"combobox"
  "9 (Very High)"	"9 (molto alto)"	"menu"
"9 months"	"9 mesi"	"combobox"
"9 pt"	"9 pt"	"combobox"
"9 Weeks"	"9 settimane"	"combobox"
"10 (Highest)"	"10 (massimo)"	"combobox"
  "10 (Highest)"	"10 (massimo)"	"menu"
"10 minutes"	"10 minuti"	"combobox"
"10 pt"	"10 pt"	"combobox"
"10 seconds"	"10 secondi"	"combobox"
"11 pt"	"11 pt"	"combobox"
"12 hours"	"12 ore"	"combobox"
"12 months / 1 year"	"12 mesi / 1 anno"	"combobox"
"12 pt"	"12 pt"	"combobox"
"14 pt"	"14 pt"	"combobox"
"15 minutes"	"15 minuti"	"combobox"
"16 pt"	"16 pt"	"combobox"
"18 pt"	"18 pt"	"combobox"
"20 minutes"	"20 minuti"	"combobox"
"20 pt"	"20 pt"	"combobox"
"20 seconds"	"20 secondi"	"combobox"
"24 hours / 1 day"	"24 ore / 1 giorno"	"combobox"
"30 Day Rolling Average"	"Media mobile di 30 giorni"	"combobox"
"30 minutes"	"30 minuti"	"combobox"
"30 seconds"	"30 secondi"	"combobox"
"45 minutes"	"45 minuti"	"combobox"
"60 minutes"	"60 minuti"	"combobox"
"60 minutes / 1 hour"	"60 minuti / 1 ora"	"combobox"
"60 seconds"	"60 secondi"	"combobox"
"90 Day Rolling Average"	"Media mobile di 90 giorni"	"combobox"
"120 seconds"	"120 secondi"	"combobox"
"< Back"	"< Indietro"	"button"
"<any date>"	"<qualsiasi data>"	"text"
"<any>"	"<qualsiasi>"	"combobox"
"<anyone>"	"<chiunque>"	"text"
"<filepath>\tOpens/selects the specified tasklist"	"<filepath>\tApre/seleziona la lista di compiti selezionata"	"text"
"<multiple formats>"	"<formati multipli>"	"text"
"<New Allocation>"	"<Nuova allocazione>"	"text"
"<New Button>"	"<Nuovo pulsante>"	"text"
"<New Column>"	"<nuova colonna>"	"text"
"<New Custom Attribute (List)>"	"<Attributo personalizzato (elenco)>"	"combobox"
"<New Custom Attribute>"	"<Attributo personalizzato>"	"combobox"
"<New Rule>"	"<Nuova regola>"	"text"
"<no date>"	"<nessuna data>"	"text"
"<nobody>"	"<nessuno>"	"text"
"<none>"	"<niente>"	"combobox"
  "<none>"	"<niente>"	"menu"
"<separator>"	"<Separatore>"	"text"
"<specific date>"	"<data specifica>"	"text"
"<Tasklist Attached>"	"<Lista di compiti allegata>"	"text"
"<unknown format>"	"<formato sconosciuto>"	"combobox"
"A connection to '%s' could not be established.\n\nWould you like to check your details and try again?"	"Non è stato possibile connettersi a '%s'.\n\nVerificare i dettagli e riprovare?"	"text"
"a screensaver is running or the desktop is locked"	"un salva-schermo è attivo oppure desktop è bloccato"	"checkbox"
"A simple and effective way to keep on top of your daily tasks"	"Un modo semplice e veloce per tenere sotto controllo i propri compiti quotidiani"	"label"
"A task with an ID of '%d' could not be found in the active tasklist"	"Non è stato trovato il compito con identificativo '%d'  nella lista dei compiti attiva"	"text"
"AaBbYyZz"	"AaBbYyZz"	"label"
"About"	"Informazioni su"	"dialog"
"About ToDoList"	"&Informazioni su ToDoList"	"menu"
"About..."	"Informazioni su…"	"menu"
"Above Priority"	"Sopra la priorità"	"label"
"Above Risk"	"Sopra il rischio"	"label"
"Above selected task"	"Sopra il compito selezionato"	"combobox"
"Above Task"	"Sopra il compito"	"menu"
"Accumulated"	"Accumulato"	"combobox"
"Activate Filter"	"Attiva filtro"	"menu"
"Activate Task View"	"Attiva Visualizzazione attività"	"menu"
"Active Dictionary"	"Dizionario attivo"	"label"
"Active Keyboard Shortcuts"	"Tasti rapidi attivi"	"dialog"
"Active tasklist"	"Lista di compiti attiva"	"radiobutton"
"Active Tasklist"	"&Lista di compiti attiva"	"menu"
"Active tasklist only"	"Solo la lista di compiti attiva"	"radiobutton"
"Active Tasks"	"Compiti attivi"	"text"
"Actual Work"	"Lavoro effettivo"	"text"
"Add Dependency"	"Aggiungi dipendenza"	"tooltip"
"Add dividing line"	"Aggiungi linea di divisione"	"checkbox"
"Add Rule"	"Aggiungi regola"	"tooltip"
"Add Task Dependency"	"Aggiungi dipendenza compiti"	"menu"
"Add Task File Link..."	"Aggiungi collegamento a file al compito…"	"menu"
"Add Tasklist to Source Control"	"&Aggiungi lista di compiti al controllo sorgente"	"menu"
"Add Time to Task Log File"	"A&ggiungi tempo al file di registro dei compiti"	"menu"
"Add Tracked Time"	"Aggiungi tempo tracciato"	"tooltip"
"Adjust allocations equally"	"Regola equamente le allocazioni"	"radiobutton"
"Adjust allocations in proportion to their existing values"	"Regola le allocazioni in proporzione ai loro valori esistenti"	"radiobutton"
"Adjusted"	"Corretto"	"text"
"After completing a task, set its 'Status' to"	"Dopo il completamento di un compito, impostane lo 'Stato' a"	"checkbox"
"After Loading a Tasklist"	"Dopo il caricamento di una lista di compiti"	"label"
"Aggregate cost for the selected tasks"	"Aggrega il costo dei compiti selezionati"	"text"
"Aggregate time estimate for the selected tasks"	"Aggrega il tempo stimato dei compiti selezionati"	"text"
"Aggregate time spent on the selected tasks"	"Aggrega il tempo speso dei compiti selezionati"	"text"
"Alignment"	"Allineamento"	"label"
"Alignment on page"	"Allineamento a pagina"	"label"
"All"	"Tutto"	"combobox"
"All attributes"	"Tutti gli attributi"	"radiobutton"
"All Files (*.*)"	"Tutti i file (*.*)"	"combobox"
"All Files (*.*)|*.*||"	"Tutti i file (*.*)|*.*||"	"text"
"All open tasklists"	"Tutte le liste di compiti aperte"	"combobox"
"all open tasklists"	"tutte le liste di compiti aperte"	"combobox"
"All tasklists"	"Tutte le liste di compiti"	"radiobutton"
"All tasks"	"Tutti i compiti"	"radiobutton"
"All Tasks"	"Tutti i compiti"	"menu"
"Alloc By"	"Assegna da"	"sysheader32"
"Alloc To"	"Assegna a"	"sysheader32"
"Allocated by"	"Assegnato da"	"label"
"Allocated By"	"Assegnato da"	"menu"
  "Allocated By"	"Assegnato da"	"label"
"Allocated To"	"Assegnato a"	"menu"
  "Allocated To"	"Assegnato a"	"label"
"Allocated to"	"Assegnato a"	"label"
"Allocations"	"Accantonamenti"	"label"
"Allow editing of task references"	"Permetti la modifica dei riferimenti dei compiti"	"checkbox"
"Allow multi selection in the filter droplists"	"Permetti la selezione multipla nelle liste dei filtri"	"checkbox"
"Allow multiple instances of ToDoList"	"Permetti più istanze di ToDoList"	"checkbox"
"Allow time-tracking on parent tasks"	"Permetti la tracciatura temporale nei compiti padre"	"checkbox"
"Alpha Release"	"Versione alfa"	"text"
"Also add time to task's time spent"	"Aggiungi anche il tempo speso per i compiti"	"checkbox"
"Alternate line colour"	"Colori alternati delle linee"	"checkbox"
"Always export task ID and Parent task ID"	"Esporta sempre l'ID dei compito e l'ID del compito padre"	"checkbox"
"Always hide parent tasks in List View"	"Nascondi sempre i compiti padre nella Vista a elenco"	"checkbox"
"Always on Top"	"Sempre in cima"	"tooltip"
"Always prompt me to choose"	"Chiedi sempre"	"checkbox"
"Always show 'Backlog' column"	"Mostra sempre la colonna “Lavoro rimanente”"	"checkbox"
"Always show all available fields"	"Mostra sempre tutti i campi disponibili"	"radiobutton"
"Always show all fields"	"Mostra sempre tutti i campi"	"radiobutton"
"Always show ToDoList when it starts up"	"Mostra sempre ToDoList all'avvio"	"checkbox"
"Always sort completed tasks below other tasks"	"Ordina sempre i compiti completati sotto gli altri compiti"	"checkbox"
"Analyse Logged Time"	"Analizza il tempo tracciato"	"dialog"
"Analyse Logged Time..."	"&Analizza il tempo tracciato…"	"menu"
"and"	"e"	"combobox"
"And then stop the timer"	"E poi ferma il timer"	"label"
"And/Or"	"e/o"	"sysheader32"
"Anonymous Login"	"Accesso anonimo"	"checkbox"
"Any category can match"	"Trova qualsiasi categoria"	"text"
"Any person can match"	"Trova qualsiasi persona"	"text"
"Any tag can match"	"Trova qualsiasi etichetta"	"text"
"Any text field"	"Qualsiasi campo di testo"	"text"
"Any text field (eg. Allocated To, External ID, etc)"	"Qualsiasi campo di testo (es. Assegnato a, ID esterno, …)"	"radiobutton"
