TRANSTEXT 7.1.997.12
PRIMARY_LANGID 4
English Text	Translated Text	Item Type
"'New Task' button places task"	"新建任务按钮将任务置于："	"label"
"'Non-working hours' colour"	"“非工作时间”颜色"	"button"
"'Stack' comments above (or left of) edit fields"	"'Stack'上面（或左边）编辑字段的注释"	"checkbox"
"'Stack' edit fields and comments when they occupy the same position (left, right or below)"	"叠放编辑字段和注释, 当它们占据相同位置时(左,右或下方)."	"checkbox"
"'Started Today' task colour"	"今天开始的任务颜色"	"checkbox"
"'Started' task colour"	"开始的任务颜色"	"checkbox"
"'Today' colour"	"今天的颜色"	"checkbox"
"'Weekend' colour"	"周末的颜色"	"checkbox"
"'{0}' appears in {1} task(s)"	"'{0}' 出现在 {1} 个任务中"	"tooltip"
"(completed: %s)"	"(已完成: %s)"	"text"
"(handler not installed)"	"(处理程序未安装)"	"label"
"(Note: You should only use this option if you are certain that the incoming tasks will have the correct task IDs)"	"（注意：如果您确定传入的任务将具有正确的任务ID，则只能使用此选项）"	"label"
"(paused)"	"（已暂停）"	"text"
"(Relative)"	"(相对)"	"text"
"(untitled)"	"未命名"	"text"
"- Fixed Columns -"	"- 固定列 -"	"combobox"
"- unnamed -"	"- 未命名 -"	"text"
"-ab <alloc by>\tSets the 'Allocated By' for the currently selected task"	"-ab <分配自>\t设置当前选定任务的“分配自”"	"text"
"-at <alloc to>\tSets the 'Allocated To(s)' for the currently selected task"	"-at <分配到>\t设置当前选定任务的“分配到”"	"text"
"-bid <task id>\tSpecifies the sibling task after which to create the new task"	"-bid <id>\t指定要在后面创建新任务的同级任务"	"text"
"-c <categories>\tSets the 'Category(s) for the currently selected task"	"-c <类别>\t设置当前选定任务的“类别”"	"text"
"-ca <attribute id> <attribute value>\tSets the value for the specified custom attribute ID for the currently selected task"	"-ca <attribute id> <attribute value>\t设置当前选定任务的指定自定义属性ID的值"	"text"
"-cd <date>\tSets the 'Completion Date' for the currently selected task"	"-cd <date>\t为当前所选任务设置“完成日期”"	"text"
"-cm <comments>\tAdds to the 'Comments' for the currently selected task"	"-cm <注释>\t为当前选定任务添加“注释”"	"text"
"-cmd <id>\tSends the specified command to ToDoList's main window"	"-cmd <id>\t发送指定的命令到 ToDoList 的主窗口"	"text"
"-copy <attrib1> <attrib2>\tCopies the value for 'attrib1' to 'attrib2' for the currently selected task"	"-copy <attrib1> <attrib2>\t将当前所选任务的“属性1”值复制到“属性2”"	"text"
"-cs <cost>\tSets the 'Cost' for the currently selected task"	"-cs <cost>\t设置当前所选任务的“成本”"	"text"
"-ct <time>\tSets the 'Completion Time' for the currently selected task"	"-ct <time>\t为当前选定的任务设置“完成时间”"	"text"
"-dd <date>\tSets the 'Due Date' for the currently selected task"	"-dd <date>\t设置“到期日”当前所选任务"	"text"
"-dp <id>\tSets the 'Dependency(s)' for the currently selected task"	"-dp <id>\t设置当前选定任务的“依赖”"	"text"
"-dt <time>\tSets the 'Due Time' for the currently selected task"	"-dt <time>\t为当前选定的任务设置“到期时间”"	"text"
"-e\tStarts ToDoList without reloading any previously open tasklists"	"-e\t启动ToDoList，无需重新加载之前打开的任务列表"	"text"
"-f <filepath2>[|<filepath3>|<filepath4>]\tAllows additional tasklists to be opened"	"-f <文件路径2>[|<文件路径3>|<文件路径4>]\t允许打开附加的任务列表"	"text"
"-fr <path>\tSets the 'File Link' for the currently selected task"	"-fr <路径>\t设置当前选定任务的“文件链接”"	"text"
"-g\tEnables logging"	"-g\t启用日志记录"	"text"
"-h, -help, -?\tDisplays a message box showing all the available commandline options"	"-h, -help, -?\t显示一个消息框，显示所有可用的命令行选项"	"text"
"-i <inipath>\tSpecifies an alternative settings file path"	"-i <ini文件路径>\t指定另一个设置文件路径"	"text"
"-l <task link>\tOpens the specified tasklist and selects the specified task"	"-l <task link>\t打开指定的任务列表并选择指定的任务"	"text"
"-m <filepath>\tImports the specified file"	"-m <文件路径>\t导入指定的文件"	"text"
"-md <date>\tSets the 'Creation Date' of the newly created task"	"-md <date>\t设置新创建的任务的“创建日期”"	"text"
"-mt <time>\tSets the 'Creation Time' of the newly created task"	"-mt <time>\t设置新创建的任务的“创建时间”"	"text"
"-nt <title>\tCreates a new task in the active tasklist with the specified title"	"-nt <标题>\t在活动列表中用指定的标题创建新任务"	"text"
"-p <priority>\tSets the 'Priority' for the currently selected task"	"-p <优先级>\t设置当前选定任务的“优先级”"	"text"
"-pc <percentage>\tSets the 'Percentage Completion' for the currently selected task"	"-pc <percentage>\t为当前选定的任务设置“完成百分比”"	"text"
"-pid <task id>\tSpecifies the parent task in which to create the new task"	"-pid <id>\t指定要创建新任务的父任务"	"text"
"-r <risk>\tSets the 'Risk' for the currently selected task"	"-r <风险>\t设置当前选定任务的“风险”"	"text"
"-s <status>\tSets the 'Status' for the currently selected task"	"-s <状态>\t设置当前选定任务的“状态”"	"text"
"-sd <date>\tSets the 'Start Date' for the currently selected task"	"-sd <date>\t为当前选定的任务设置“开始日期”"	"text"
"-st <time>\tSets the 'Start Time' for the currently selected task"	"-st <time>\t为当前选定的任务设置“开始时间”"	"text"
"-te <hrs>\tSets the 'Time Estimate' for the currently selected task"	"-te <hrs>\t设置当前选定任务的“估算时间”"	"text"
"-tg <tags>\tSets the 'Tag(s)' for the currently selected task"	"-tg <标签>\t设置当前选定任务的“标签”"	"text"
"-tid <task id>\tSelects the specified task in the active tasklist"	"-tid <id>\t在活动任务列表中选择任务"	"text"
"-ts <hrs>\tSets the 'Time Spent' for the currently selected task"	"-ts <hrs>\t设置当前选定任务的“消耗时间”"	"text"
"-tv <version>\tSets the 'Version' for the currently selected task"	"-tv <版本>\t设置当前选定任务的“版本”"	"text"
"-v\tForces ToDoList to startup visible regardless of its last saved state"	"-v\t强制 ToDoList 启动可见, 不管它最后保存的状态"	"text"
"-x\tTurns off password prompting except when first loading an encrypted tasklist"	"-x\t关闭密码提示, 除非首先加载加密的任务列表"	"text"
"-xid <ext_id>\tSets the 'external ID' for the currently selected task"	"-xid <外部 ID>\t设置当前选定任务的“外部 ID”"	"text"
"-z\tStores attribute visibility settings within each tasklist"	"-z\t在每个任务列表中设置属性可见性设置"	"text"
"...maps to Column Name in File"	"列名映射到文件"	"sysheader32"
"...maps to Task Attribute"	"映射到任务属性"	"sysheader32"
"0 (Lowest)"	"0 (最低)"	"combobox"
  "0 (Lowest)"	"0 (最低)"	"menu"
"0 (zero) is not a valid task ID"	"0 (零)不是一个有效的任务ID"	"text"
"0 minutes"	"0 分钟"	"combobox"
"1 (Low)"	"1 (低)"	"combobox"
  "1 (Low)"	"1 (低)"	"menu"
"1 (Very Low)"	"1 (非常低)"	"combobox"
  "1 (Very Low)"	"1 (非常低)"	"menu"
"1 minute"	"1 分钟"	"combobox"
"1 month"	"1 个月"	"combobox"
"1 space"	"1 个空格"	"combobox"
"1 task selected (%d)"	"1个任务选择了(%d)"	"text"
"1 Week"	"1 周"	"combobox"
"1. Where do you want ToDoList to store your program settings ?"	"1.您打算把程序设置保存到哪里？"	"label"
"2 (Low)"	"2 (低)"	"combobox"
  "2 (Low)"	"2 (低)"	"menu"
"2 days"	"2 天"	"combobox"
"2 hours"	"2 小时"	"combobox"
"2 minutes"	"2 分钟"	"combobox"
"2 months"	"2 个月"	"combobox"
"2 spaces"	"2 个空格"	"combobox"
"2 Weeks"	"2 周"	"combobox"
"2 weeks"	"2 周"	"combobox"
"2. Do you want to be able to share your tasklists on a network ?"	"2.您是否希望能在网络上分享您的任务列表？"	"label"
"3 (Low)"	"3 (低)"	"combobox"
  "3 (Low)"	"3 (低)"	"menu"
"3 (Low-Med)"	"3 (中低)"	"combobox"
  "3 (Low-Med)"	"3 (中低)"	"menu"
"3 days"	"3 天"	"combobox"
"3 hours"	"3 小时"	"combobox"
"3 months"	"3 个月"	"combobox"
"3 Weeks"	"3 周"	"combobox"
"3 weeks"	"3 周"	"combobox"
"3. Which columns do you initially want to see ?\n\nNote: You can modify this choice later using  'View > Select Columns'"	"您希望初始任务时有哪些列？\n\n说明：该选项可以在以后使用 视图 >选择列 更改。"	"label"
"3rd Party Storage"	"第三方存储"	"menu"
"3rd Party Storage %d"	"第三方存储 %d"	"menu"
"4 (Medium)"	"4 (中)"	"combobox"
  "4 (Medium)"	"4 (中)"	"menu"
"4 days"	"4 天"	"combobox"
"4 hours"	"4 小时"	"combobox"
"4 months"	"4 个月"	"combobox"
"4 spaces"	"4 个空格"	"combobox"
"4 Weeks"	"4 周"	"combobox"
"4 weeks"	"4 周"	"combobox"
"4. Do you want to keep the user interface as simple as possible ?"	"4.您想要保持用户界面尽可能简洁吗？"	"label"
"5 (Medium)"	"5 (中)"	"combobox"
  "5 (Medium)"	"5 (中)"	"menu"
"5 days"	"5 天"	"combobox"
"5 hours"	"5 小时"	"combobox"
"5 minutes"	"5 分钟"	"combobox"
"5 months"	"5 个月"	"combobox"
"5 pt"	"5 点"	"combobox"
"5 Weeks"	"5 周"	"combobox"
"5. Do you want to view a sample tasklist to help you get started ?"	"5.您想要查看一个帮您入门的任务列表样本吗？"	"label"
"6 (Medium)"	"6 (中)"	"combobox"
  "6 (Medium)"	"6 (中)"	"menu"
"6 days"	"6 天"	"combobox"
"6 hours"	"6 小时"	"combobox"
"6 months"	"6 个月"	"combobox"
"6 pt"	"6 点"	"combobox"
"6 Weeks"	"6 周"	"combobox"
"7 (High)"	"7 (高)"	"combobox"
  "7 (High)"	"7 (高)"	"menu"
"7 (Med-High)"	"7 (中高)"	"combobox"
  "7 (Med-High)"	"7 (中高)"	"menu"
"7 days / 1 week"	"7 天/1周"	"combobox"
"7 pt"	"7 点"	"combobox"
"7 Weeks"	"7 周"	"combobox"
"8 (High)"	"8 (高)"	"combobox"
  "8 (High)"	"8 (高)"	"menu"
"8 pt"	"8 点"	"combobox"
"8 spaces"	"8 个空格"	"combobox"
"8 Weeks"	"8 周"	"combobox"
"9 (High)"	"9 (高)"	"combobox"
  "9 (High)"	"9 (高)"	"menu"
"9 (Very High)"	"9 (非常高)"	"combobox"
  "9 (Very High)"	"9 (非常高)"	"menu"
"9 months"	"9 个月"	"combobox"
"9 pt"	"9 点"	"combobox"
"9 Weeks"	"9 周"	"combobox"
"10 (Highest)"	"10(最高)"	"combobox"
  "10 (Highest)"	"10(最高)"	"menu"
"10 minutes"	"10分钟"	"combobox"
"10 pt"	"10点"	"combobox"
"10 seconds"	"10 秒"	"combobox"
"11 pt"	"11点"	"combobox"
"12 hours"	"12小时"	"combobox"
"12 months / 1 year"	"12 个月 / 1 年"	"combobox"
"12 pt"	"12点"	"combobox"
"14 pt"	"14点"	"combobox"
"15 minutes"	"15分钟"	"combobox"
"16 pt"	"16点"	"combobox"
"18 pt"	"18点"	"combobox"
"20 minutes"	"20分钟"	"combobox"
"20 pt"	"20点"	"combobox"
"20 seconds"	"20秒"	"combobox"
"24 hours / 1 day"	"24 小时/1天"	"combobox"
"30 minutes"	"30分钟"	"combobox"
"30 seconds"	"30秒"	"combobox"
"45 minutes"	"45分钟"	"combobox"
"60 minutes"	"60分钟"	"combobox"
"60 minutes / 1 hour"	"60分钟/1小时"	"combobox"
"60 seconds"	"60秒"	"combobox"
"120 seconds"	"120秒"	"combobox"
"< Back"	"上一步"	"button"
"<any date>"	"<任意日期>"	"text"
"<any>"	"<任意>"	"combobox"
"<anyone>"	"<任意一个>"	"text"
"<filepath>\tOpens/selects the specified tasklist"	"<文件路径>\t打开/选择指定的任务列表"	"text"
"<multiple formats>"	"多种格式"	"text"
"<New Button>"	"<新按钮>"	"text"
"<New Column>"	"< 新列 >"	"text"
"<New Rule>"	"<新规则>"	"text"
"<no date>"	"无日期"	"text"
"<nobody>"	"<没有人>"	"text"
"<none>"	"<无>"	"combobox"
  "<none>"	"<无>"	"menu"
"<separator>"	"分隔符"	"text"
"<specific date>"	"<指定日期>"	"text"
"<Tasklist Attached>"	"<附加任务列表>"	"text"
"A connection to '%s' could not be established.\n\nWould you like to check your details and try again?"	"到“%s”的连接无法建立.\n\n你想检查细节并再次尝试?"	"text"
"a screensaver is running or the desktop is locked"	"一个屏保程序正在运行或桌面已经锁定"	"checkbox"
"A simple and effective way to keep on top of your daily tasks"	"简单、高效地管理日常任务"	"label"
"A task with an ID of '%d' could not be found in the active tasklist"	"活动任务列表中找不到ID为“%s”的任务"	"text"
"AaBbYyZz"	"AaBbYyZz"	"label"
"About"	"关于"	"dialog"
"About ToDoList"	"关于ToDoList"	"menu"
"About..."	"关于..."	"menu"
"Above Priority"	"优先级"	"label"
"Above Risk"	"风险"	"label"
"Above selected task"	"选择的任务"	"combobox"
"Above Task"	"在任务之前(&E)"	"menu"
"Accumulated"	"累计"	"combobox"
"Active Dictionary"	"活动字典"	"label"
"Active Keyboard Shortcuts"	"有效快捷键"	"dialog"
"Active tasklist"	"活动的任务列表"	"text"
"Active Tasklist"	"活动任务列表(&A)"	"menu"
"Active tasklist only"	"仅活动任务列表"	"radiobutton"
"Active Tasks"	"活动的任务"	"text"
"Actual Work"	"实际工作"	"text"
"Add Dependency"	"添加依赖"	"tooltip"
"Add Rule"	"添加规则"	"tooltip"
"Add Task Dependency"	"添加任务依赖(&A)"	"menu"
"Add Task File Link..."	"设置任务文件链接(&L)"	"menu"
"Add Tasklist to Source Control"	"将任务列表添加到源码控制"	"menu"
"Add Time to Task Log File"	"添加时间到任务日志文件(&A)"	"menu"
"Add Tracked Time"	"添加跟踪时间"	"tooltip"
"Adjusted"	"调整"	"text"
"After completing a task, set its 'Status' to"	"完成任务后设置其状态为"	"checkbox"
"After Loading a Tasklist"	"在载入任务列表之后"	"label"
"Aggregate cost for the selected tasks"	"选定任务的总成本"	"text"
"Aggregate time estimate for the selected tasks"	"选定任务的总估算时间"	"text"
"Aggregate time spent on the selected tasks"	"选定任务的总消耗时间"	"text"
"Alignment"	"对齐"	"label"
"All"	"所有"	"combobox"
"All attributes"	"所有属性"	"radiobutton"
"All Files (*.*)"	"所有文件 (*.*)"	"combobox"
"All Files (*.*)|*.*||"	"所有文件(*.*)|*.*||"	"text"
"All open tasklists"	"所有打开的任务列表"	"combobox"
"all open tasklists"	"所有打开的任务列表"	"combobox"
"All tasklists"	"所有任务列表"	"radiobutton"
"All tasks"	"所有任务"	"radiobutton"
"All Tasks"	"所有任务(&A)"	"menu"
"Alloc By"	"分配由"	"sysheader32"
"Alloc To"	"分配到"	"sysheader32"
"Allocated by"	"分配自"	"label"
"Allocated By"	"分配自"	"menu"
  "Allocated By"	"分配自"	"label"
"Allocated By:\t"	"分配自:\t"	"text"
"Allocated to"	"分配到"	"label"
"Allocated To"	"分配到"	"menu"
  "Allocated To"	"分配到"	"label"
"Allocated To:\t"	"分配到:\t"	"text"
"Allow editing of task references"	"允许编辑任务的引用"	"checkbox"
"Allow multi selection in the filter droplists"	"允许在过滤器下拉菜单中进行多选"	"checkbox"
"Allow multiple instances of ToDoList"	"允许多个 ToDoList 实例"	"checkbox"
"Allow time-tracking on parent tasks"	"允许在父任务上跟踪时间"	"checkbox"
"Alpha Release"	"内部测试版"	"text"
"Also add time to task's time spent"	"允许在任务上增加消耗时间"	"checkbox"
"Alternate line colour"	"交替行颜色"	"checkbox"
"Always export task ID and Parent task ID"	"总是导出项目ID和父项目ID"	"checkbox"
"Always hide parent tasks in List View"	"在列表视图中总是隐藏父任务"	"checkbox"
"Always on Top"	"总在最前"	"tooltip"
"Always prompt me to choose"	"总是提示我选择"	"checkbox"
"Always show 'Backlog' column"	"总是显示待办栏"	"checkbox"
"Always show all available fields"	"总是显示所有有效字段"	"radiobutton"
"Always show all fields"	"总是显示所有字段"	"radiobutton"
"Always show ToDoList when it starts up"	"启动时始终显示 ToDoList"	"checkbox"
"Always sort completed tasks below other tasks"	"总是将已完成任务排在下面"	"checkbox"
"Analyse Logged Time"	"分析已记录的时间"	"dialog"
"Analyse Logged Time..."	"分析已记录的时间..."	"menu"
"and"	"和"	"combobox"
"And then stop the timer"	"然后停止计时器"	"label"
"And/Or"	"和/或"	"sysheader32"
"Anonymous Login"	"匿名登录"	"checkbox"
"Any category can match"	"匹配任意类别"	"text"
"Any person can match"	"匹配任何人"	"text"
"Any tag can match"	"匹配所有标签"	"text"
"Any text field"	"任意文本字段"	"text"
"Any text field (eg. Allocated To, External ID, etc)"	"任意文本字段(例如:分配到,外部ID,等等)"	"radiobutton"
"Append the following text when pasting the 'Date/Time'"	"在粘贴“日期/时间”时添加以下文本"	"checkbox"
"Append the user's 'Created By' name when pasting the 'Date/Time'"	"在粘贴“日期/时间”时添加用户“创建自”中的名称"	"checkbox"
"Application"	"应用"	"label"
"Apply"	"应用"	"button"
"Apply as Filter"	"应用过滤器"	"button"
"Apply changes to"	"应用更改到"	"groupbox"
"archive"	"归档"	"text"
"Archive completed tasks"	"归档完成的任务"	"checkbox"
"Archive Completed Tasks"	"归档完成的任务"	"menu"
"Archive Selected Task(s)"	"将选定任务归档"	"menu"
"Archive Selected Tasks"	"归档选定的任务(&V)"	"menu"
"Archiving"	"正在归档"	"label"
"Are you sure you want to delete all the tasks in this tasklist?"	"您确实要删除任务列表中所有的任务吗？"	"text"
"Are you sure you want to delete the application folder and its entire contents?"	"你确定想要删除应用程序文件夹及其所有内容?"	"text"
"Are you sure you want to delete the selected task(s)?"	"您确实要删除选定任务吗？"	"text"
"Are you sure you want to export all open tasklists to '%s'?"	"您确实要把所有打开的任务导出到“%s”吗？"	"text"
"Are you sure you want to export the active tasklist to '%s'?"	"您确实要把活动任务导出到“%s”吗？"	"text"
"Are you sure you want to overwrite '%s' with the results of this export?"	"你确定想要用导出的结果覆盖“%s”?"	"text"
"Arguments"	"参数"	"label"
"as a tasklist"	"作为一个任务列表"	"combobox"
"as text in the email body"	"作为邮件内容文本"	"combobox"
"Ascending"	"升序"	"checkbox"
"Ask me if I want to reload it"	"重载前请提醒我"	"combobox"
"Ask me what to do"	"询问我做什么"	"combobox"
"Assign"	"分配"	"button"
"At Bottom"	"在底部(&M)"	"menu"
"At bottom of selected task"	"在选定任务的底部"	"combobox"
"At Bottom of Task"	"在任务底部(&B)"	"menu"
"At Bottom of Task's Parent"	"在父任务底部(&B)"	"menu"
"At bottom of tasklist"	"在任务列表的底部"	"combobox"
"At this date and time"	"在以下日期和时间提醒"	"radiobutton"
"At Top"	"在顶部(&O)"	"menu"
"At top of selected task"	"在选定任务的顶部"	"combobox"
"At Top of Task"	"在任务顶部(&T)"	"menu"
"At Top of Task's Parent"	"在父任务顶部(&T)"	"menu"
"At top of tasklist"	"在任务列表的顶部"	"combobox"
"Attempt check out when loading a tasklist"	"当加载任务列表时尝试检出"	"checkbox"
"Attribute"	"属性"	"sysheader32"
"Attribute Details"	"详细属性"	"groupbox"
"Attribute Inheritance"	"属性继承"	"label"
"Attribute Label"	"属性标签"	"text"
"Attribute to 'track'"	"跟踪属性"	"label"
"Attribute Value(s)"	"属性值"	"sysheader32"
"Attribute Visibility"	"属性可见性"	"dialog"
"Attributes"	"属性"	"groupbox"
"Auto-calculate parent task dates to include all subtasks"	"自动计算父任务日期以包含所有子任务的日期"	"checkbox"
"Auto-save tasklists before running external tools"	"运行外部工具前自动保存任务列表"	"checkbox"
"Auto-save tasklists every"	"自动保存任务列表"	"checkbox"
"Auto-save tasklists when application loses focus"	"程序失去焦点时自动保存任务列表"	"checkbox"
"Auto-save when switching tasklists"	"切换任务列表时自动保存任务列表"	"checkbox"
"Auto-scroll to task when selecting"	"当选定任务时自动滚动到相应的日期"	"checkbox"
"Automatic"	"自动"	"text"
"Automatically adjust a task's dates when its dependency's dates changes"	"当依赖项日期改变时自动调整任务日期"	"checkbox"
"Automatically check for updates on startup"	"启动时自动检查更新"	"checkbox"
"Automatically export after saving"	"保存后自动导出"	"checkbox"
"Automatically generate columns from task attribute values"	"自动从任务属性值生成列"	"radiobutton"
"Automatically refilter after editing"	"编辑之后自动重新过滤"	"checkbox"
"Automatically resort after editing"	"编辑后自动排序"	"checkbox"
"Available Commandline Options"	"有效的命令行选项"	"dialog"
"Background Colour"	"背景颜色"	"tooltip"
"Backing-up installation folder..."	"正在备份安装文件夹..."	"text"
"Backlog"	"待办清单"	"sysheader32"
"Backup"	"备份"	"label"
"Backup to folder"	"备份到文件夹"	"label"
"Backwards"	"向后"	"combobox"
"Backwards By"	"后退"	"menu"
"Bar Visibility"	"栏可见性"	"menu"
"Bcc"	"密件抄送"	"text"
"before due date"	"到期日之前"	"combobox"
"before start date"	"在开始日期之前"	"combobox"
"Before this task"	"在此动作前"	"label"
"Before you can download updates you need to install the Web Update Wizard component (and then try again).\n\nWould you like to download the Web Update Wizard now?"	"下载更新之前需要安装一个Web更新向导组件(然后重试)\n\n您想要马上下载Web更新向导吗？"	"text"
"Before you can spell check for the first time you need \nto specify the location of the Spell Checker."	"在首次拼写检查之前需要您指定拼写检查程序的位置"	"text"
"begins in %.0f minute(s) at %s"	"开始于%.0f分钟（s）在 %s"	"text"
"begins in %s at %s"	"开始于 %s 在 %s"	"text"
"begins now (%s)"	"现在开始(%s)"	"text"
"Below selected task"	"在选择的任务之后"	"combobox"
"Below Task"	"在任务之后(&A)"	"menu"
"Below Tasklist"	"在任务列表之后"	"combobox"
"Beta Release"	"公开测试版"	"text"
"Billing Info"	"账单信息"	"text"
"Body"	"内容"	"label"
"Bold"	"加粗"	"menu"
  "Bold"	"加粗"	"tooltip"
"Breakdown"	"分解"	"groupbox"
"Browse"	"浏览"	"button"
"Bug Report/Feature Request..."	"Bug报告/特性请求(&U)..."	"menu"
"Bullet List"	"无序列表"	"tooltip"
"Burndown"	"燃尽图"	"combobox"
"By"	"到"	"label"
"By Day"	"按日"	"radiobutton"
"By Month"	"按月"	"radiobutton"
"By Task"	"按任务"	"radiobutton"
"By the End of Next Month"	"到下月末(&N)"	"menu"
"By the End of Next Week"	"到下周末(&E)"	"menu"
"By the end of that month"	"到指定的月末"	"combobox"
"By the end of that week"	"到指定的周末"	"combobox"
"By the end of the following month"	"到下月末"	"combobox"
"By the end of the following week"	"到下周末"	"combobox"
"By the End of This Month"	"到本月末(&M)"	"menu"
"By the End of This Week"	"截止本周(&B)"	"menu"
"By Week"	"按周"	"radiobutton"
"Calculate missing 'Due' dates as"	"计算缺少的到期日期按"	"groupbox"
"Calculate missing 'due' dates as being the later of the task's start date and 'today'."	"以任务的开始日期和今天之间较晚的一个作为缺少的到期日期"	"checkbox"
"Calculate missing 'Start' dates as"	"计算缺少的开始日期按"	"groupbox"
"Calculate missing 'start' dates as being the earlier of the task's due date and 'today'."	"以任务的到期日期和今天之间较晚的一个作为缺少的开始日期"	"checkbox"
"Calculate next occurrence"	"计算下一次发生"	"label"
"Calendar"	"日历"	"systabcontrol32"
"Calendar Preferences"	"日历首选项"	"dialog"
